,arc,flow,time,do,org-phosphorus,phosphate,ammonia,solids,bod,cod,ph,temperature,nitrate,nitrite,org-nitrogen
5538,storm_outflow,0.04,2010-11-08,0.0,0.0,1.306539236193092e-06,0.0,0.0,0.0,0.0,0.0,8.903805206293043,0.0,0.0,0.0
5539,baseflow,0.040983685286902806,2010-11-08,0.0,0.0,4.22295212845283e-06,0.0,0.0,0.0,0.0,0.0,11.03209532697629,0.0,0.0,0.0
5540,catchment_outflow,0.17351717025544836,2010-11-08,0.0,0.0,1.4296786384478907e-05,0.0,0.0,0.0,0.0,0.0,9.521020229942325,0.0,0.0,0.0
5541,reservoir_outflow,0.013,2010-11-08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5542,gw1_gw2,0.0,2010-11-08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5543,gw2_gw1,0.0040866812286409985,2010-11-08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5544,urban_drainage,0.04,2010-11-09,0.0,0.0,2.1534419862127684e-06,0.0,0.0,0.0,0.0,0.0,8.903805206293043,0.0,0.0,0.0
5545,percolation,0.0735370040130512,2010-11-09,0.0,0.0,8.943443395235366e-06,0.0,0.0,0.0,0.0,0.0,12.439357293324855,0.0,0.0,0.0
5546,runoff,0.058697865987687135,2010-11-09,0.0,0.0,7.01383601586639e-06,0.0,0.0,0.0,0.0,0.0,9.287623415902955,0.0,0.0,0.0
5547,storm_outflow,0.04,2010-11-09,0.0,0.0,2.1534419862127684e-06,0.0,0.0,0.0,0.0,0.0,8.903805206293043,0.0,0.0,0.0
5548,baseflow,0.04106506858371819,2010-11-09,0.0,0.0,4.234753356619787e-06,0.0,0.0,0.0,0.0,0.0,11.03839543996988,0.0,0.0,0.0
5549,catchment_outflow,0.13976293457140532,2010-11-09,0.0,0.0,1.3402031358698946e-05,0.0,0.0,0.0,0.0,0.0,9.69218593479797,0.0,0.0,0.0
5550,reservoir_outflow,0.0,2010-11-09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5551,gw1_gw2,0.0,2010-11-09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5552,gw2_gw1,0.004059436687116858,2010-11-09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5553,urban_drainage,0.04,2010-11-10,0.0,0.0,1.9891460261628773e-06,0.0,0.0,0.0,0.0,0.0,8.443429250159594,0.0,0.0,0.0
5554,percolation,0.07719645393059511,2010-11-10,0.0,0.0,9.370205338021278e-06,0.0,0.0,0.0,0.0,0.0,12.169789571889762,0.0,0.0,0.0
5555,runoff,0.08136664292279017,2010-11-10,0.0,0.0,7.629838181661845e-06,0.0,0.0,0.0,0.0,0.0,8.766089497489158,0.0,0.0,0.0
5556,storm_outflow,0.04,2010-11-10,0.0,0.0,1.9891460261628773e-06,0.0,0.0,0.0,0.0,0.0,8.443429250159594,0.0,0.0,0.0
5557,baseflow,0.04115539704708537,2010-11-10,0.0,0.0,4.247591986573291e-06,0.0,0.0,0.0,0.0,0.0,11.043700917577238,0.0,0.0,0.0
5558,catchment_outflow,0.16252203996987555,2010-11-10,0.0,0.0,1.3866576194398013e-05,0.0,0.0,0.0,0.0,0.0,9.263434918667114,0.0,0.0,0.0
5559,reservoir_outflow,0.0115,2010-11-10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5560,gw1_gw2,0.0,2010-11-10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5561,gw2_gw1,0.004032373775869401,2010-11-10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5562,urban_drainage,0.028999999999999967,2010-11-11,0.0,0.0,1.8951157117732932e-06,0.0,0.0,0.0,0.0,0.0,8.05170978099561,0.0,0.0,0.0
5563,percolation,0.07929757487195305,2010-11-11,0.0,0.0,9.610081667582625e-06,0.0,0.0,0.0,0.0,0.0,11.9825521142086,0.0,0.0,0.0
5564,runoff,0.0756325969371698,2010-11-11,0.0,0.0,7.52813866640205e-06,0.0,0.0,0.0,0.0,0.0,8.624143476734899,0.0,0.0,0.0
5565,storm_outflow,0.028999999999999967,2010-11-11,0.0,0.0,1.8951157117732932e-06,0.0,0.0,0.0,0.0,0.0,8.05170978099561,0.0,0.0,0.0
5566,baseflow,0.04125075249164754,2010-11-11,0.0,0.0,4.260998210775814e-06,0.0,0.0,0.0,0.0,0.0,11.048212873030268,0.0,0.0,0.0
5567,catchment_outflow,0.1458833494288173,2010-11-11,0.0,0.0,1.3684252588951157e-05,0.0,0.0,0.0,0.0,0.0,9.195792741981649,0.0,0.0,0.0
5568,reservoir_outflow,0.0055,2010-11-11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5569,gw1_gw2,0.0,2010-11-11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5570,gw2_gw1,0.00400549128403025,2010-11-11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5571,urban_drainage,0.008999999999999998,2010-11-12,0.0,0.0,1e-06,0.0,0.0,0.0,0.0,0.0,7.078571429,0.0,0.0,0.0
5572,percolation,0.08103873939755496,2010-11-12,0.0,0.0,9.805614615377974e-06,0.0,0.0,0.0,0.0,0.0,11.81131801565858,0.0,0.0,0.0
5573,runoff,0.07303883624782023,2010-11-12,0.0,0.0,7.314959536944992e-06,0.0,0.0,0.0,0.0,0.0,8.423743926466049,0.0,0.0,0.0
5574,storm_outflow,0.008999999999999998,2010-11-12,0.0,0.0,1e-06,0.0,0.0,0.0,0.0,0.0,7.078571429,0.0,0.0,0.0
5575,baseflow,0.0413502224589123,2010-11-12,0.0,0.0,4.274859751787319e-06,0.0,0.0,0.0,0.0,0.0,11.0519517331324,0.0,0.0,0.0
5576,catchment_outflow,0.12338905870673253,2010-11-12,0.0,0.0,1.2589819288732311e-05,0.0,0.0,0.0,0.0,0.0,9.206393749788187,0.0,0.0,0.0
5577,reservoir_outflow,0.004499999999999999,2010-11-12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5578,gw1_gw2,0.0,2010-11-12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5579,gw2_gw1,0.003978788008803491,2010-11-12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5580,urban_drainage,0.0,2010-11-13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5581,percolation,0.07941796460960386,2010-11-13,0.0,0.0,9.609502323070417e-06,0.0,0.0,0.0,0.0,0.0,11.81131801565858,0.0,0.0,0.0
5582,runoff,0.0530128201861446,2010-11-13,0.0,0.0,5.851967629555994e-06,0.0,0.0,0.0,0.0,0.0,8.536662633106332,0.0,0.0,0.0
5583,storm_outflow,0.0,2010-11-13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5584,baseflow,0.04144539181428903,2010-11-13,0.0,0.0,4.288196358215527e-06,0.0,0.0,0.0,0.0,0.0,11.055589491270965,0.0,0.0,0.0
5585,catchment_outflow,0.09445821200043364,2010-11-13,0.0,0.0,1.014016398777152e-05,0.0,0.0,0.0,0.0,0.0,9.64189116090961,0.0,0.0,0.0
5586,reservoir_outflow,0.0,2010-11-13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5587,gw1_gw2,0.0,2010-11-13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5588,gw2_gw1,0.003952262755411518,2010-11-13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5589,urban_drainage,0.0,2010-11-14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5590,percolation,0.07782960531741179,2010-11-14,0.0,0.0,9.417312276609009e-06,0.0,0.0,0.0,0.0,0.0,11.81131801565858,0.0,0.0,0.0
5591,runoff,0.04083788473020405,2010-11-14,0.0,0.0,4.681574103644795e-06,0.0,0.0,0.0,0.0,0.0,8.592867617009663,0.0,0.0,0.0
5592,storm_outflow,0.0,2010-11-14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5593,baseflow,0.04153635234804684,2010-11-14,0.0,0.0,4.30101914801151e-06,0.0,0.0,0.0,0.0,0.0,11.059129646427545,0.0,0.0,0.0
5594,catchment_outflow,0.0823742370782509,2010-11-14,0.0,0.0,8.982593251656306e-06,0.0,0.0,0.0,0.0,0.0,9.836454596021055,0.0,0.0,0.0
5595,reservoir_outflow,0.0,2010-11-14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5596,gw1_gw2,0.0,2010-11-14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5597,gw2_gw1,0.003925914337041903,2010-11-14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5598,urban_drainage,0.0,2010-11-15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5599,percolation,0.07627301321106356,2010-11-15,0.0,0.0,9.228966031076829e-06,0.0,0.0,0.0,0.0,0.0,11.81131801565858,0.0,0.0,0.0
5600,runoff,0.03216764926749016,2010-11-15,0.0,0.0,3.745259282915835e-06,0.0,0.0,0.0,0.0,0.0,8.619177932758282,0.0,0.0,0.0
5601,storm_outflow,0.0,2010-11-15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5602,baseflow,0.04162319400020438,2010-11-15,0.0,0.0,4.313339015219174e-06,0.0,0.0,0.0,0.0,0.0,11.062575542087503,0.0,0.0,0.0
5603,catchment_outflow,0.07379084326769454,2010-11-15,0.0,0.0,8.058598298135008e-06,0.0,0.0,0.0,0.0,0.0,9.997424991730037,0.0,0.0,0.0
5604,reservoir_outflow,0.0,2010-11-15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5605,gw1_gw2,0.0,2010-11-15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5606,gw2_gw1,0.0038997415747946463,2010-11-15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5607,urban_drainage,0.0,2010-11-16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5608,percolation,0.075941567918803,2010-11-16,0.0,0.0,9.187764755158687e-06,0.0,0.0,0.0,0.0,0.0,11.730663775861334,0.0,0.0,0.0
5609,runoff,0.033304575650917004,2010-11-16,0.0,0.0,3.474134242010652e-06,0.0,0.0,0.0,0.0,0.0,8.072336277894257,0.0,0.0,0.0
5610,storm_outflow,0.0,2010-11-16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5611,baseflow,0.04170898993500088,2010-11-16,0.0,0.0,4.325525079569022e-06,0.0,0.0,0.0,0.0,0.0,11.06561659319303,0.0,0.0,0.0
5612,catchment_outflow,0.07501356558591787,2010-11-16,0.0,0.0,7.799659321579674e-06,0.0,0.0,0.0,0.0,0.0,9.736657891835376,0.0,0.0,0.0
5613,reservoir_outflow,0.0,2010-11-16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5614,gw1_gw2,0.0,2010-11-16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5615,gw2_gw1,0.0038737432976295953,2010-11-16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5616,urban_drainage,0.024,2010-11-17,0.0,0.0,4.9999999999999996e-06,0.0,0.0,0.0,0.0,0.0,5.878571429,0.0,0.0,0.0
5617,percolation,0.07851038724452097,2010-11-17,0.0,0.0,9.487339778906863e-06,0.0,0.0,0.0,0.0,0.0,11.452446093926785,0.0,0.0,0.0
5618,runoff,0.05126017580639956,2010-11-17,0.0,0.0,4.39040845644635e-06,0.0,0.0,0.0,0.0,0.0,7.162387153116985,0.0,0.0,0.0
5619,storm_outflow,0.024,2010-11-17,0.0,0.0,4.9999999999999996e-06,0.0,0.0,0.0,0.0,0.0,5.878571429,0.0,0.0,0.0
5620,baseflow,0.04180099342827468,2010-11-17,0.0,0.0,4.338429616317367e-06,0.0,0.0,0.0,0.0,0.0,11.067432945593382,0.0,0.0,0.0
5621,catchment_outflow,0.11706116923467424,2010-11-17,0.0,0.0,1.3728838072763715e-05,0.0,0.0,0.0,0.0,0.0,8.293618089860313,0.0,0.0,0.0
5622,reservoir_outflow,0.012,2010-11-17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5623,gw1_gw2,0.0,2010-11-17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5624,gw2_gw1,0.0038479183423119068,2010-11-17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5625,urban_drainage,0.0,2010-11-18,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5626,percolation,0.07694017949963056,2010-11-18,0.0,0.0,9.297592983328726e-06,0.0,0.0,0.0,0.0,0.0,11.452446093926785,0.0,0.0,0.0
5627,runoff,0.03126137096760716,2010-11-18,0.0,0.0,3.51232676515708e-06,0.0,0.0,0.0,0.0,0.0,7.569763478176624,0.0,0.0,0.0
5628,storm_outflow,0.0,2010-11-18,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5629,baseflow,0.041888841393453065,2010-11-18,0.0,0.0,4.350827524734895e-06,0.0,0.0,0.0,0.0,0.0,11.069200897377023,0.0,0.0,0.0
5630,catchment_outflow,0.07315021236106023,2010-11-18,0.0,0.0,7.863154289891975e-06,0.0,0.0,0.0,0.0,0.0,9.573686286980832,0.0,0.0,0.0
5631,reservoir_outflow,0.0,2010-11-18,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5632,gw1_gw2,0.0,2010-11-18,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5633,gw2_gw1,0.0038222655533632025,2010-11-18,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5634,urban_drainage,0.0,2010-11-19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5635,percolation,0.07540137590963794,2010-11-19,0.0,0.0,9.111641123662151e-06,0.0,0.0,0.0,0.0,0.0,11.452446093926785,0.0,0.0,0.0
5636,runoff,0.026565883638017943,2010-11-19,0.0,0.0,2.8098614121256643e-06,0.0,0.0,0.0,0.0,0.0,7.492414650958526,0.0,0.0,0.0
5637,storm_outflow,0.0,2010-11-19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5638,baseflow,0.04197262272974353,2010-11-19,0.0,0.0,4.362729558732214e-06,0.0,0.0,0.0,0.0,0.0,11.0709220916491,0.0,0.0,0.0
5639,catchment_outflow,0.06853850636776147,2010-11-19,0.0,0.0,7.172590970857878e-06,0.0,0.0,0.0,0.0,0.0,9.683873886118265,0.0,0.0,0.0
5640,reservoir_outflow,0.0,2010-11-19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5641,gw1_gw2,0.0,2010-11-19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5642,gw2_gw1,0.003796783783007385,2010-11-19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5643,urban_drainage,0.0,2010-11-20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5644,percolation,0.07389334839144518,2010-11-20,0.0,0.0,8.929408301188909e-06,0.0,0.0,0.0,0.0,0.0,11.452446093926785,0.0,0.0,0.0
5645,runoff,0.019866166820644297,2010-11-20,0.0,0.0,2.2478891297005305e-06,0.0,0.0,0.0,0.0,0.0,7.59334563943792,0.0,0.0,0.0
5646,storm_outflow,0.0,2010-11-20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5647,baseflow,0.04205242454389777,2010-11-20,0.0,0.0,4.374146255588355e-06,0.0,0.0,0.0,0.0,0.0,11.07259810000806,0.0,0.0,0.0
5648,catchment_outflow,0.06191859136454207,2010-11-20,0.0,0.0,6.622035385288885e-06,0.0,0.0,0.0,0.0,0.0,9.956303167103545,0.0,0.0,0.0
5649,reservoir_outflow,0.0,2010-11-20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5650,gw1_gw2,0.0,2010-11-20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5651,gw2_gw1,0.003771471891120726,2010-11-20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5652,urban_drainage,0.0,2010-11-21,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5653,percolation,0.07241548142361628,2010-11-21,0.0,0.0,8.75082013516513e-06,0.0,0.0,0.0,0.0,0.0,11.452446093926785,0.0,0.0,0.0
5654,runoff,0.015412724336448518,2010-11-21,0.0,0.0,1.7983113037604245e-06,0.0,0.0,0.0,0.0,0.0,7.637184706269561,0.0,0.0,0.0
5655,storm_outflow,0.0,2010-11-21,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5656,baseflow,0.04212833218609707,2010-11-21,0.0,0.0,4.385087940287298e-06,0.0,0.0,0.0,0.0,0.0,11.074230426397456,0.0,0.0,0.0
5657,catchment_outflow,0.05754105652254559,2010-11-21,0.0,0.0,6.183399244047722e-06,0.0,0.0,0.0,0.0,0.0,10.153596683856682,0.0,0.0,0.0
5658,reservoir_outflow,0.0,2010-11-21,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5659,gw1_gw2,0.0,2010-11-21,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5660,gw2_gw1,0.003746328745179639,2010-11-21,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5661,urban_drainage,0.0,2010-11-22,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5662,percolation,0.07096717179514395,2010-11-22,0.0,0.0,8.575803732461826e-06,0.0,0.0,0.0,0.0,0.0,11.452446093926785,0.0,0.0,0.0
5663,runoff,0.012097140105911416,2010-11-22,0.0,0.0,1.4386490430083399e-06,0.0,0.0,0.0,0.0,0.0,7.661155438234036,0.0,0.0,0.0
5664,storm_outflow,0.0,2010-11-22,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5665,baseflow,0.04220042928511969,2010-11-22,0.0,0.0,4.395564729767735e-06,0.0,0.0,0.0,0.0,0.0,11.075820510711043,0.0,0.0,0.0
5666,catchment_outflow,0.05429756939103111,2010-11-22,0.0,0.0,5.834213772776075e-06,0.0,0.0,0.0,0.0,0.0,10.31505566875221,0.0,0.0,0.0
5667,reservoir_outflow,0.0,2010-11-22,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5668,gw1_gw2,0.0,2010-11-22,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5669,gw2_gw1,0.0037213532202118316,2010-11-22,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5670,urban_drainage,0.0,2010-11-23,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5671,percolation,0.06954782835924107,2010-11-23,0.0,0.0,8.404287657812591e-06,0.0,0.0,0.0,0.0,0.0,11.452446093926786,0.0,0.0,0.0
5672,runoff,0.009677712084729133,2010-11-23,0.0,0.0,1.150919234406672e-06,0.0,0.0,0.0,0.0,0.0,7.661155438234036,0.0,0.0,0.0
5673,storm_outflow,0.0,2010-11-23,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5674,baseflow,0.04226879778280499,2010-11-23,0.0,0.0,4.405586537087847e-06,0.0,0.0,0.0,0.0,0.0,11.077369732169373,0.0,0.0,0.0
5675,catchment_outflow,0.05194650986753412,2010-11-23,0.0,0.0,5.556505771494519e-06,0.0,0.0,0.0,0.0,0.0,10.440923925882295,0.0,0.0,0.0
5676,reservoir_outflow,0.0,2010-11-23,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5677,gw1_gw2,0.0,2010-11-23,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5678,gw2_gw1,0.003696544198743901,2010-11-23,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5679,urban_drainage,0.0,2010-11-24,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5680,percolation,0.06815687179205625,2010-11-24,0.0,0.0,8.23620190465634e-06,0.0,0.0,0.0,0.0,0.0,11.452446093926786,0.0,0.0,0.0
5681,runoff,0.007742169667783305,2010-11-24,0.0,0.0,9.207353875253373e-07,0.0,0.0,0.0,0.0,0.0,7.661155438234036,0.0,0.0,0.0
5682,storm_outflow,0.0,2010-11-24,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5683,baseflow,0.04233351796782812,2010-11-24,0.0,0.0,4.415163075506768e-06,0.0,0.0,0.0,0.0,0.0,11.078879412484625,0.0,0.0,0.0
5684,catchment_outflow,0.050075687635611425,2010-11-24,0.0,0.0,5.335898463032105e-06,0.0,0.0,0.0,0.0,0.0,10.550467319996828,0.0,0.0,0.0
5685,reservoir_outflow,0.0,2010-11-24,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5686,gw1_gw2,0.0,2010-11-24,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5687,gw2_gw1,0.0036719005707519514,2010-11-24,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5688,urban_drainage,0.0,2010-11-25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5689,percolation,0.06679373435621512,2010-11-25,0.0,0.0,8.071477866563212e-06,0.0,0.0,0.0,0.0,0.0,11.452446093926788,0.0,0.0,0.0
5690,runoff,0.006193735734226645,2010-11-25,0.0,0.0,7.3658831002027e-07,0.0,0.0,0.0,0.0,0.0,7.661155438234036,0.0,0.0,0.0
5691,storm_outflow,0.0,2010-11-25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5692,baseflow,0.04239466850879908,2010-11-25,0.0,0.0,4.42430386248441e-06,0.0,0.0,0.0,0.0,0.0,11.080350818828999,0.0,0.0,0.0
5693,catchment_outflow,0.048588404243025726,2010-11-25,0.0,0.0,5.16089217250468e-06,0.0,0.0,0.0,0.0,0.0,10.644493890802114,0.0,0.0,0.0
5694,reservoir_outflow,0.0,2010-11-25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5695,gw1_gw2,0.0,2010-11-25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5696,gw2_gw1,0.0036474212336138124,2010-11-25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5697,urban_drainage,0.0,2010-11-26,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5698,percolation,0.06545785966909082,2010-11-26,0.0,0.0,7.910048309231948e-06,0.0,0.0,0.0,0.0,0.0,11.452446093926788,0.0,0.0,0.0
5699,runoff,0.004954988587381315,2010-11-26,0.0,0.0,5.892706480162159e-07,0.0,0.0,0.0,0.0,0.0,7.661155438234036,0.0,0.0,0.0
5700,storm_outflow,0.0,2010-11-26,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5701,baseflow,0.04245232648669981,2010-11-26,0.0,0.0,4.433018223601278e-06,0.0,0.0,0.0,0.0,0.0,11.08178516662078,0.0,0.0,0.0
5702,catchment_outflow,0.04740731507408113,2010-11-26,0.0,0.0,5.022288871617494e-06,0.0,0.0,0.0,0.0,0.0,10.724262677964166,0.0,0.0,0.0
5703,reservoir_outflow,0.0,2010-11-26,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5704,gw1_gw2,0.0,2010-11-26,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5705,gw2_gw1,0.003623105092056456,2010-11-26,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5706,urban_drainage,0.0,2010-11-27,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5707,percolation,0.064148702475709,2010-11-27,0.0,0.0,7.751847343047308e-06,0.0,0.0,0.0,0.0,0.0,11.452446093926788,0.0,0.0,0.0
5708,runoff,0.003963990869905053,2010-11-27,0.0,0.0,4.7141651841297286e-07,0.0,0.0,0.0,0.0,0.0,7.661155438234036,0.0,0.0,0.0
5709,storm_outflow,0.0,2010-11-27,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5710,baseflow,0.04250656742667234,2010-11-27,0.0,0.0,4.441315296399893e-06,0.0,0.0,0.0,0.0,0.0,11.083183622140984,0.0,0.0,0.0
5711,catchment_outflow,0.04647055829657739,2010-11-27,0.0,0.0,4.912731814812866e-06,0.0,0.0,0.0,0.0,0.0,10.791280770641048,0.0,0.0,0.0
5712,reservoir_outflow,0.0,2010-11-27,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5713,gw1_gw2,0.0,2010-11-27,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5714,gw2_gw1,0.003598951058109279,2010-11-27,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5715,urban_drainage,0.0,2010-11-28,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5716,percolation,0.06286572842619483,2010-11-28,0.0,0.0,7.596810396186362e-06,0.0,0.0,0.0,0.0,0.0,11.45244609392679,0.0,0.0,0.0
5717,runoff,0.0031711926959240425,2010-11-28,0.0,0.0,3.771332147303783e-07,0.0,0.0,0.0,0.0,0.0,7.661155438234036,0.0,0.0,0.0
