,node,time,storage,prop,do,org-phosphorus,phosphate,ammonia,solids,bod,cod,ph,temperature,nitrate,nitrite,org-nitrogen
24,my_sewer,2009-03-06,0.0,sewer_tank,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.625000000000001,0.0,0.0,0.0
25,my_land,2009-03-06,0.0,percolation,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
26,my_land,2009-03-06,0.0,subsurface_runoff,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
27,my_land,2009-03-06,0.0,surface_runoff,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
28,my_groundwater,2009-03-06,0.0,tank,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
29,my_reservoir,2009-03-06,5.635500000000002,tank,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
30,gw1,2009-03-06,225.99004437037038,tank,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
31,gw2,2009-03-06,299.0099556296296,tank,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
32,my_sewer,2009-03-07,0.0,sewer_tank,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.625000000000001,0.0,0.0,0.0
33,my_land,2009-03-07,0.0,percolation,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
34,my_land,2009-03-07,0.0,subsurface_runoff,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
35,my_land,2009-03-07,0.0,surface_runoff,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
36,my_groundwater,2009-03-07,0.0,tank,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
37,my_reservoir,2009-03-07,5.5340000000000025,tank,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
38,gw1,2009-03-07,226.23344407456793,tank,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
39,gw2,2009-03-07,298.76655592543204,tank,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
40,my_sewer,2009-03-08,0.0,sewer_tank,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.979166667,0.0,0.0,0.0
41,my_land,2009-03-08,0.0,percolation,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
42,my_land,2009-03-08,0.0,subsurface_runoff,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
43,my_land,2009-03-08,0.0,surface_runoff,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
44,my_groundwater,2009-03-08,0.0,tank,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
45,my_reservoir,2009-03-08,5.442500000000003,tank,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
46,gw1,2009-03-08,226.47522111407082,tank,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
47,gw2,2009-03-08,298.52477888592915,tank,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
48,my_sewer,2009-03-09,0.0,sewer_tank,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.979166667,0.0,0.0,0.0
49,my_land,2009-03-09,0.0,percolation,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
50,my_land,2009-03-09,0.0,subsurface_runoff,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
51,my_land,2009-03-09,0.0,surface_runoff,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
52,my_groundwater,2009-03-09,0.0,tank,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
53,my_reservoir,2009-03-09,5.339000000000003,tank,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
54,gw1,2009-03-09,226.7153863066437,tank,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
55,gw2,2009-03-09,298.2846136933563,tank,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
56,my_sewer,2009-03-10,0.0,sewer_tank,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.979166667,0.0,0.0,0.0
57,my_land,2009-03-10,0.0,percolation,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
58,my_land,2009-03-10,0.0,subsurface_runoff,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
59,my_land,2009-03-10,0.0,surface_runoff,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
60,my_groundwater,2009-03-10,0.0,tank,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
61,my_reservoir,2009-03-10,5.229500000000003,tank,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
62,gw1,2009-03-10,226.95395039793274,tank,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
63,gw2,2009-03-10,298.0460496020672,tank,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
64,my_sewer,2009-03-11,0.0,sewer_tank,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.979166667,0.0,0.0,0.0
65,my_land,2009-03-11,0.0,percolation,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
66,my_land,2009-03-11,0.0,subsurface_runoff,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
67,my_land,2009-03-11,0.0,surface_runoff,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
68,my_groundwater,2009-03-11,0.0,tank,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
69,my_reservoir,2009-03-11,5.120000000000004,tank,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
70,gw1,2009-03-11,227.19092406194653,tank,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
71,gw2,2009-03-11,297.80907593805347,tank,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
72,my_sewer,2009-03-12,0.0,sewer_tank,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.979166667,0.0,0.0,0.0
73,my_land,2009-03-12,0.0,percolation,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
74,my_land,2009-03-12,0.0,subsurface_runoff,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
75,my_land,2009-03-12,0.0,surface_runoff,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
76,my_groundwater,2009-03-12,0.0,tank,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
77,my_reservoir,2009-03-12,5.010500000000004,tank,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
78,gw1,2009-03-12,227.42631790153357,tank,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
79,gw2,2009-03-12,297.57368209846646,tank,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
80,my_sewer,2009-03-13,0.0,sewer_tank,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.979166667,0.0,0.0,0.0
81,my_land,2009-03-13,0.0,percolation,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
82,my_land,2009-03-13,0.0,subsurface_runoff,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
83,my_land,2009-03-13,0.0,surface_runoff,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
84,my_groundwater,2009-03-13,0.0,tank,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
85,my_reservoir,2009-03-13,4.9005000000000045,tank,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
86,gw1,2009-03-13,227.66014244885667,tank,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
87,gw2,2009-03-13,297.3398575511434,tank,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
88,my_sewer,2009-03-14,0.0,sewer_tank,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.979166667,0.0,0.0,0.0
89,my_land,2009-03-14,0.0,percolation,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
90,my_land,2009-03-14,0.0,subsurface_runoff,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
91,my_land,2009-03-14,0.0,surface_runoff,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
92,my_groundwater,2009-03-14,0.0,tank,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
93,my_reservoir,2009-03-14,4.790500000000005,tank,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
94,gw1,2009-03-14,227.8924081658643,tank,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
95,gw2,2009-03-14,297.10759183413575,tank,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
96,my_sewer,2009-03-15,0.0,sewer_tank,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.979166667,0.0,0.0,0.0
97,my_land,2009-03-15,0.0,percolation,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
98,my_land,2009-03-15,0.0,subsurface_runoff,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
99,my_land,2009-03-15,0.0,surface_runoff,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
100,my_groundwater,2009-03-15,0.0,tank,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
101,my_reservoir,2009-03-15,4.680500000000006,tank,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
102,gw1,2009-03-15,228.12312544475856,tank,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
103,gw2,2009-03-15,296.8768745552415,tank,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
104,my_sewer,2009-03-16,0.0,sewer_tank,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.979166667,0.0,0.0,0.0
105,my_land,2009-03-16,0.0,percolation,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
106,my_land,2009-03-16,0.0,subsurface_runoff,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
107,my_land,2009-03-16,0.0,surface_runoff,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
108,my_groundwater,2009-03-16,0.0,tank,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
109,my_reservoir,2009-03-16,4.570500000000006,tank,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
110,gw1,2009-03-16,228.35230460846017,tank,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
111,gw2,2009-03-16,296.6476953915399,tank,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
112,my_sewer,2009-03-17,0.0,sewer_tank,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.979166667,0.0,0.0,0.0
113,my_land,2009-03-17,0.0,percolation,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
114,my_land,2009-03-17,0.0,subsurface_runoff,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
115,my_land,2009-03-17,0.0,surface_runoff,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
116,my_groundwater,2009-03-17,0.0,tank,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
117,my_reservoir,2009-03-17,4.460500000000007,tank,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
118,gw1,2009-03-17,228.57995591107044,tank,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
119,gw2,2009-03-17,296.42004408892967,tank,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
120,my_sewer,2009-03-18,0.0,sewer_tank,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.979166667,0.0,0.0,0.0
121,my_land,2009-03-18,0.0,percolation,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
122,my_land,2009-03-18,0.0,subsurface_runoff,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
123,my_land,2009-03-18,0.0,surface_runoff,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
124,my_groundwater,2009-03-18,0.0,tank,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
125,my_reservoir,2009-03-18,4.350500000000007,tank,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
126,gw1,2009-03-18,228.80608953832999,tank,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
127,gw2,2009-03-18,296.19391046167016,tank,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
128,my_sewer,2009-03-19,0.0,sewer_tank,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.979166667,0.0,0.0,0.0
129,my_land,2009-03-19,0.0,percolation,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
130,my_land,2009-03-19,0.0,subsurface_runoff,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
131,my_land,2009-03-19,0.0,surface_runoff,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
132,my_groundwater,2009-03-19,0.0,tank,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
133,my_reservoir,2009-03-19,4.240500000000008,tank,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
134,gw1,2009-03-19,229.03071560807444,tank,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
135,gw2,2009-03-19,295.96928439192567,tank,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
136,my_sewer,2009-03-20,0.0,sewer_tank,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.979166667,0.0,0.0,0.0
137,my_land,2009-03-20,0.0,percolation,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
138,my_land,2009-03-20,0.0,subsurface_runoff,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
139,my_land,2009-03-20,0.0,surface_runoff,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
140,my_groundwater,2009-03-20,0.0,tank,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
141,my_reservoir,2009-03-20,4.1305000000000085,tank,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
142,gw1,2009-03-20,229.25384417068727,tank,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
143,gw2,2009-03-20,295.74615582931284,tank,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
144,my_sewer,2009-03-21,0.0,sewer_tank,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.979166667,0.0,0.0,0.0
145,my_land,2009-03-21,0.0,percolation,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
146,my_land,2009-03-21,0.0,subsurface_runoff,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
147,my_land,2009-03-21,0.0,surface_runoff,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
148,my_groundwater,2009-03-21,0.0,tank,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
149,my_reservoir,2009-03-21,4.020500000000009,tank,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
150,gw1,2009-03-21,229.47548520954936,tank,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
151,gw2,2009-03-21,295.5245147904508,tank,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
152,my_sewer,2009-03-22,0.0,sewer_tank,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.979166667,0.0,0.0,0.0
153,my_land,2009-03-22,0.0,percolation,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
154,my_land,2009-03-22,0.0,subsurface_runoff,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
155,my_land,2009-03-22,0.0,surface_runoff,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
156,my_groundwater,2009-03-22,0.0,tank,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
157,my_reservoir,2009-03-22,3.910500000000009,tank,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
158,gw1,2009-03-22,229.6956486414857,tank,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
159,gw2,2009-03-22,295.30435135851445,tank,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
160,my_sewer,2009-03-23,0.0,sewer_tank,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.979166667,0.0,0.0,0.0
161,my_land,2009-03-23,0.0,percolation,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
162,my_land,2009-03-23,0.0,subsurface_runoff,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
163,my_land,2009-03-23,0.0,surface_runoff,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
164,my_groundwater,2009-03-23,0.0,tank,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
165,my_reservoir,2009-03-23,3.8030000000000093,tank,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
166,gw1,2009-03-23,229.91434431720913,tank,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
167,gw2,2009-03-23,295.085655682791,tank,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
168,my_sewer,2009-03-24,0.0,sewer_tank,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.979166667,0.0,0.0,0.0
169,my_land,2009-03-24,0.0,percolation,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
170,my_land,2009-03-24,0.0,subsurface_runoff,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
171,my_land,2009-03-24,0.0,surface_runoff,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
172,my_groundwater,2009-03-24,0.0,tank,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
173,my_reservoir,2009-03-24,3.6955000000000093,tank,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
174,gw1,2009-03-24,230.13158202176106,tank,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
175,gw2,2009-03-24,294.86841797823905,tank,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
176,my_sewer,2009-03-25,0.0,sewer_tank,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.979166667,0.0,0.0,0.0
177,my_land,2009-03-25,0.0,percolation,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
178,my_land,2009-03-25,0.0,subsurface_runoff,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
179,my_land,2009-03-25,0.0,surface_runoff,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
180,my_groundwater,2009-03-25,0.0,tank,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
181,my_reservoir,2009-03-25,3.590000000000009,tank,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
182,gw1,2009-03-25,230.3473714749493,tank,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
183,gw2,2009-03-25,294.6526285250508,tank,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
184,my_sewer,2009-03-26,0.0,sewer_tank,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.979166667,0.0,0.0,0.0
185,my_land,2009-03-26,0.0,percolation,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
186,my_land,2009-03-26,0.0,subsurface_runoff,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
187,my_land,2009-03-26,0.0,surface_runoff,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
188,my_groundwater,2009-03-26,0.0,tank,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
189,my_reservoir,2009-03-26,3.484500000000009,tank,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
