,node,time,storage,prop,do,org-phosphorus,phosphate,ammonia,solids,bod,cod,ph,temperature,nitrate,nitrite,org-nitrogen
2652,my_groundwater,2010-01-28,9.690604726816382,tank,0.0,0.0,0.0009352848122533994,0.0,0.0,0.0,0.0,0.0,10.393080062630078,0.0,0.0,0.0
2653,my_reservoir,2010-01-28,0.0,tank,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2654,gw1,2010-01-28,258.43018775511746,tank,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2655,gw2,2010-01-28,266.56981224488254,tank,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2656,my_sewer,2010-01-29,0.0,sewer_tank,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.921428571,0.0,0.0,0.0
2657,my_land,2010-01-29,5.829998027760445,percolation,0.0,0.0,0.0005069916667250737,0.0,0.0,0.0,0.0,0.0,7.223223845737998,0.0,0.0,0.0
2658,my_land,2010-01-29,0.15107421015380187,subsurface_runoff,0.0,0.0,1.1646111962123537e-05,0.0,0.0,0.0,0.0,0.0,5.7773569620779055,0.0,0.0,0.0
2659,my_land,2010-01-29,0.0,surface_runoff,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.932142857,0.0,0.0,0.0
2660,my_groundwater,2010-01-29,9.785060317707321,tank,0.0,0.0,0.0009432675020096692,0.0,0.0,0.0,0.0,0.0,10.354633166148314,0.0,0.0,0.0
2661,my_reservoir,2010-01-29,0.0,tank,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2662,gw1,2010-01-29,258.45731983675,tank,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2663,gw2,2010-01-29,266.54268016325,tank,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2664,my_sewer,2010-01-30,0.0,sewer_tank,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.921428571,0.0,0.0,0.0
2665,my_land,2010-01-30,5.713398067205237,percolation,0.0,0.0,0.0004968518333905722,0.0,0.0,0.0,0.0,0.0,7.223223845737997,0.0,0.0,0.0
2666,my_land,2010-01-30,0.1208593681230415,subsurface_runoff,0.0,0.0,9.31688956969883e-06,0.0,0.0,0.0,0.0,0.0,5.7773569620779055,0.0,0.0,0.0
2667,my_land,2010-01-30,0.0,surface_runoff,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.932142857,0.0,0.0,0.0
2668,my_groundwater,2010-01-30,9.876906127566874,tank,0.0,0.0,0.0009510238170058103,0.0,0.0,0.0,0.0,0.0,10.317758319609332,0.0,0.0,0.0
2669,my_reservoir,2010-01-30,0.0,tank,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2670,gw1,2010-01-30,258.4842710378383,tank,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2671,gw2,2010-01-30,266.5157289621617,tank,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2672,my_sewer,2010-01-31,0.0,sewer_tank,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.921428571,0.0,0.0,0.0
2673,my_land,2010-01-31,5.599130105861132,percolation,0.0,0.0,0.0004869147967227608,0.0,0.0,0.0,0.0,0.0,7.223223845737997,0.0,0.0,0.0
2674,my_land,2010-01-31,0.0966874944984332,subsurface_runoff,0.0,0.0,7.453511655759064e-06,0.0,0.0,0.0,0.0,0.0,5.7773569620779055,0.0,0.0,0.0
2675,my_land,2010-01-31,0.0,surface_runoff,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.932142857,0.0,0.0,0.0
2676,my_groundwater,2010-01-31,9.966196153688701,tank,0.0,0.0,0.0009585584515394378,0.0,0.0,0.0,0.0,0.0,10.282366468512393,0.0,0.0,0.0
2677,my_reservoir,2010-01-31,0.0,tank,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2678,gw1,2010-01-31,258.5110425642527,tank,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2679,gw2,2010-01-31,266.4889574357473,tank,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2680,my_sewer,2010-02-01,0.0,sewer_tank,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.921428571,0.0,0.0,0.0
2681,my_land,2010-02-01,5.487147503743909,percolation,0.0,0.0,0.00047717650078830557,0.0,0.0,0.0,0.0,0.0,7.223223845737998,0.0,0.0,0.0
2682,my_land,2010-02-01,0.07734999559874656,subsurface_runoff,0.0,0.0,5.962809324607251e-06,0.0,0.0,0.0,0.0,0.0,5.7773569620779055,0.0,0.0,0.0
2683,my_land,2010-02-01,0.0,surface_runoff,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.964285714,0.0,0.0,0.0
2684,my_groundwater,2010-02-01,10.052983308916408,tank,0.0,0.0,0.0009658760056052083,0.0,0.0,0.0,0.0,0.0,10.248375133426316,0.0,0.0,0.0
2685,my_reservoir,2010-02-01,0.0,tank,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2686,gw1,2010-02-01,258.53763561382436,tank,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2687,gw2,2010-02-01,266.46236438617564,tank,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2688,my_sewer,2010-02-02,0.0,sewer_tank,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.975,0.0,0.0,0.0
2689,my_land,2010-02-02,5.4619531515295705,percolation,0.0,0.0,0.000474456910441503,0.0,0.0,0.0,0.0,0.0,7.199284322180771,0.0,0.0,0.0
2690,my_land,2010-02-02,0.08488641766553862,subsurface_runoff,0.0,0.0,6.627101791376562e-06,0.0,0.0,0.0,0.0,0.0,5.75007588655856,0.0,0.0,0.0
2691,my_land,2010-02-02,7.700984001047825e-19,surface_runoff,0.0,0.0,4.7003076178270417e-23,0.0,0.0,0.0,0.0,0.0,5.578035584901133,0.0,0.0,0.0
2692,my_groundwater,2010-02-02,10.139040611228827,tank,0.0,0.0,0.0009731199026966116,0.0,0.0,0.0,0.0,0.0,10.21493728754887,0.0,0.0,0.0
2693,my_reservoir,2010-02-02,0.0,tank,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2694,gw1,2010-02-02,258.5640513763989,tank,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2695,gw2,2010-02-02,266.4359486236011,tank,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2696,my_sewer,2010-02-03,0.0,sewer_tank,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.975,0.0,0.0,0.0
2697,my_land,2010-02-03,5.412538085648388,percolation,0.0,0.0,0.00046981752641690126,0.0,0.0,0.0,0.0,0.0,7.1825849507588515,0.0,0.0,0.0
2698,my_land,2010-02-03,0.08418777281254215,subsurface_runoff,0.0,0.0,6.621342435612355e-06,0.0,0.0,0.0,0.0,0.0,5.738153905466668,0.0,0.0,0.0
2699,my_land,2010-02-03,0.0,surface_runoff,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.021428571,0.0,0.0,0.0
2700,my_groundwater,2010-02-03,10.223876820730025,tank,0.0,0.0,0.0009802512454419286,0.0,0.0,0.0,0.0,0.0,10.182257302968697,0.0,0.0,0.0
2701,my_reservoir,2010-02-03,0.0,tank,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2702,gw1,2010-02-03,258.59029103388957,tank,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2703,gw2,2010-02-03,266.40970896611043,tank,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2704,my_sewer,2010-02-04,0.0,sewer_tank,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.975,0.0,0.0,0.0
2705,my_land,2010-02-04,5.361160998090796,percolation,0.0,0.0,0.0004650519439924097,0.0,0.0,0.0,0.0,0.0,7.167119346299052,0.0,0.0,0.0
2706,my_land,2010-02-04,0.08282604795217677,subsurface_runoff,0.0,0.0,6.5571469019174934e-06,0.0,0.0,0.0,0.0,0.0,5.735645591948206,0.0,0.0,0.0
2707,my_land,2010-02-04,0.0,surface_runoff,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.067857143,0.0,0.0,0.0
2708,my_groundwater,2010-02-04,10.307455048996477,tank,0.0,0.0,0.0009872677461881692,0.0,0.0,0.0,0.0,0.0,10.150332265750546,0.0,0.0,0.0
2709,my_reservoir,2010-02-04,0.0,tank,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2710,gw1,2010-02-04,258.6163557603303,tank,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2711,gw2,2010-02-04,266.3836442396697,tank,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2712,my_sewer,2010-02-05,0.0,sewer_tank,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.975,0.0,0.0,0.0
2713,my_land,2010-02-05,5.2539377781289796,percolation,0.0,0.0,0.0004557509051125615,0.0,0.0,0.0,0.0,0.0,7.167119346299052,0.0,0.0,0.0
2714,my_land,2010-02-05,0.06626083836174142,subsurface_runoff,0.0,0.0,5.245717521533995e-06,0.0,0.0,0.0,0.0,0.0,5.735645591948206,0.0,0.0,0.0
2715,my_land,2010-02-05,0.0,surface_runoff,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.114285714,0.0,0.0,0.0
2716,my_groundwater,2010-02-05,10.388641573285897,tank,0.0,0.0,0.0009940773631053473,0.0,0.0,0.0,0.0,0.0,10.119618912270518,0.0,0.0,0.0
2717,my_reservoir,2010-02-05,0.0,tank,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2718,gw1,2010-02-05,258.6422467219281,tank,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2719,gw2,2010-02-05,266.3577532780719,tank,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2720,my_sewer,2010-02-06,0.0,sewer_tank,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.975,0.0,0.0,0.0
2721,my_land,2010-02-06,5.1488590225664,percolation,0.0,0.0,0.0004466358870103103,0.0,0.0,0.0,0.0,0.0,7.167119346299052,0.0,0.0,0.0
2722,my_land,2010-02-06,0.053008670689393134,subsurface_runoff,0.0,0.0,4.196574017227196e-06,0.0,0.0,0.0,0.0,0.0,5.735645591948206,0.0,0.0,0.0
2723,my_land,2010-02-06,0.0,surface_runoff,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.160714285999999,0.0,0.0,0.0
2724,my_groundwater,2010-02-06,10.467486028026356,tank,0.0,0.0,0.0010006844002545796,0.0,0.0,0.0,0.0,0.0,10.090054089646225,0.0,0.0,0.0
2725,my_reservoir,2010-02-06,0.0,tank,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2726,gw1,2010-02-06,258.66796507711524,tank,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2727,gw2,2010-02-06,266.33203492288476,tank,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2728,my_sewer,2010-02-07,0.0,sewer_tank,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.975,0.0,0.0,0.0
2729,my_land,2010-02-07,5.045881842115072,percolation,0.0,0.0,0.00043770316927010407,0.0,0.0,0.0,0.0,0.0,7.167119346299053,0.0,0.0,0.0
2730,my_land,2010-02-07,0.04240693655151451,subsurface_runoff,0.0,0.0,3.357259213781757e-06,0.0,0.0,0.0,0.0,0.0,5.735645591948206,0.0,0.0,0.0
2731,my_land,2010-02-07,0.0,surface_runoff,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.207142857,0.0,0.0,0.0
2732,my_groundwater,2010-02-07,10.544037050456488,tank,0.0,0.0,0.0010070930751997988,0.0,0.0,0.0,0.0,0.0,10.061578934624475,0.0,0.0,0.0
2733,my_reservoir,2010-02-07,0.0,tank,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2734,gw1,2010-02-07,258.69351197660114,tank,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2735,gw2,2010-02-07,266.30648802339886,tank,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2736,my_sewer,2010-02-08,0.0,sewer_tank,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.975,0.0,0.0,0.0
2737,my_land,2010-02-08,4.944964205272771,percolation,0.0,0.0,0.00042894910588470197,0.0,0.0,0.0,0.0,0.0,7.167119346299053,0.0,0.0,0.0
2738,my_land,2010-02-08,0.033925549241211606,subsurface_runoff,0.0,0.0,2.6858073710254054e-06,0.0,0.0,0.0,0.0,0.0,5.735645591948206,0.0,0.0,0.0
2739,my_land,2010-02-08,0.0,surface_runoff,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.253571429,0.0,0.0,0.0
2740,my_groundwater,2010-02-08,10.618342300580542,tank,0.0,0.0,0.001013307520738738,0.0,0.0,0.0,0.0,0.0,10.034138515179773,0.0,0.0,0.0
2741,my_reservoir,2010-02-08,0.0,tank,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2742,gw1,2010-02-08,258.7188885634238,tank,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2743,gw2,2010-02-08,266.2811114365762,tank,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2744,my_sewer,2010-02-09,0.0,sewer_tank,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.975,0.0,0.0,0.0
2745,my_land,2010-02-09,4.846064921167316,percolation,0.0,0.0,0.0004203701237670079,0.0,0.0,0.0,0.0,0.0,7.167119346299053,0.0,0.0,0.0
2746,my_land,2010-02-09,0.027140439392969284,subsurface_runoff,0.0,0.0,2.1486458968203244e-06,0.0,0.0,0.0,0.0,0.0,5.735645591948206,0.0,0.0,0.0
2747,my_land,2010-02-09,0.0,surface_runoff,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.3,0.0,0.0,0.0
2748,my_groundwater,2010-02-09,10.690448480724282,tank,0.0,0.0,0.0010193317865992908,0.0,0.0,0.0,0.0,0.0,10.007681507462033,0.0,0.0,0.0
2749,my_reservoir,2010-02-09,0.0,tank,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2750,gw1,2010-02-09,258.7440959730009,tank,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2751,gw2,2010-02-09,266.2559040269991,tank,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2752,my_sewer,2010-02-10,0.0,sewer_tank,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.975,0.0,0.0,0.0
2753,my_land,2010-02-10,4.749143622743969,percolation,0.0,0.0,0.00041196272129166776,0.0,0.0,0.0,0.0,0.0,7.167119346299053,0.0,0.0,0.0
2754,my_land,2010-02-10,0.02171235151437543,subsurface_runoff,0.0,0.0,1.7189167174562595e-06,0.0,0.0,0.0,0.0,0.0,5.735645591948206,0.0,0.0,0.0
2755,my_land,2010-02-10,0.0,surface_runoff,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.3,0.0,0.0,0.0
2756,my_groundwater,2010-02-10,10.76040135469976,tank,0.0,0.0,0.0010251698411019444,0.0,0.0,0.0,0.0,0.0,9.982159904091736,0.0,0.0,0.0
2757,my_reservoir,2010-02-10,0.0,tank,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2758,gw1,2010-02-10,258.76913533318094,tank,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2759,gw2,2010-02-10,266.23086466681906,tank,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2760,my_sewer,2010-02-11,0.0,sewer_tank,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.975,0.0,0.0,0.0
2761,my_land,2010-02-11,4.65416075028909,percolation,0.0,0.0,0.0004037234668658344,0.0,0.0,0.0,0.0,0.0,7.167119346299054,0.0,0.0,0.0
2762,my_land,2010-02-11,0.017369881211500342,subsurface_runoff,0.0,0.0,1.3751333739650077e-06,0.0,0.0,0.0,0.0,0.0,5.735645591948206,0.0,0.0,0.0
2763,my_land,2010-02-11,0.0,surface_runoff,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.3,0.0,0.0,0.0
2764,my_groundwater,2010-02-11,10.828245766586752,tank,0.0,0.0,0.0010308255727889584,0.0,0.0,0.0,0.0,0.0,9.957528750310253,0.0,0.0,0.0
2765,my_reservoir,2010-02-11,0.0,tank,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2766,gw1,2010-02-11,258.79400776429304,tank,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2767,gw2,2010-02-11,266.20599223570696,tank,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2768,my_sewer,2010-02-12,0.0,sewer_tank,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.975,0.0,0.0,0.0
2769,my_land,2010-02-12,4.5610775352833075,percolation,0.0,0.0,0.0003956489975285177,0.0,0.0,0.0,0.0,0.0,7.167119346299054,0.0,0.0,0.0
2770,my_land,2010-02-12,0.013895904969200273,subsurface_runoff,0.0,0.0,1.1001066991720063e-06,0.0,0.0,0.0,0.0,0.0,5.735645591948206,0.0,0.0,0.0
2771,my_land,2010-02-12,0.0,surface_runoff,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.3,0.0,0.0,0.0
2772,my_groundwater,2010-02-12,10.894025659138553,tank,0.0,0.0,0.0010363027920209595,0.0,0.0,0.0,0.0,0.0,9.933745904930765,0.0,0.0,0.0
2773,my_reservoir,2010-02-12,0.0,tank,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2774,gw1,2010-02-12,258.81871437919773,tank,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2775,gw2,2010-02-12,266.18128562080227,tank,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2776,my_sewer,2010-02-13,0.0,sewer_tank,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.975,0.0,0.0,0.0
2777,my_land,2010-02-13,4.4698559845776416,percolation,0.0,0.0,0.00038773601757794736,0.0,0.0,0.0,0.0,0.0,7.167119346299053,0.0,0.0,0.0
2778,my_land,2010-02-13,0.011116723975360218,subsurface_runoff,0.0,0.0,8.80085359337605e-07,0.0,0.0,0.0,0.0,0.0,5.735645591948206,0.0,0.0,0.0
2779,my_land,2010-02-13,0.0,surface_runoff,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.3,0.0,0.0,0.0
2780,my_groundwater,2010-02-13,10.957784091819608,tank,0.0,0.0,0.0010416052325416011,0.0,0.0,0.0,0.0,0.0,9.91077182341208,0.0,0.0,0.0
2781,my_reservoir,2010-02-13,0.0,tank,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2782,gw1,2010-02-13,258.8432562833364,tank,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2783,gw2,2010-02-13,266.1567437166636,tank,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2784,my_sewer,2010-02-14,0.0,sewer_tank,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.975,0.0,0.0,0.0
2785,my_land,2010-02-14,4.380458864886089,percolation,0.0,0.0,0.0003799812972263884,0.0,0.0,0.0,0.0,0.0,7.167119346299053,0.0,0.0,0.0
2786,my_land,2010-02-14,0.008893379180288175,subsurface_runoff,0.0,0.0,7.04068287470084e-07,0.0,0.0,0.0,0.0,0.0,5.735645591948206,0.0,0.0,0.0
2787,my_land,2010-02-14,0.0,surface_runoff,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.3,0.0,0.0,0.0
2788,my_groundwater,2010-02-14,11.019563258482382,tank,0.0,0.0,0.0010467365530109271,0.0,0.0,0.0,0.0,0.0,9.888569360703048,0.0,0.0,0.0
2789,my_reservoir,2010-02-14,0.0,tank,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2790,gw1,2010-02-14,258.8676345747808,tank,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2791,gw2,2010-02-14,266.1323654252192,tank,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2792,my_sewer,2010-02-15,0.0,sewer_tank,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.975,0.0,0.0,0.0
2793,my_land,2010-02-15,4.292849687588367,percolation,0.0,0.0,0.00037238167128186064,0.0,0.0,0.0,0.0,0.0,7.167119346299053,0.0,0.0,0.0
2794,my_land,2010-02-15,0.00711470334423054,subsurface_runoff,0.0,0.0,5.632546299760672e-07,0.0,0.0,0.0,0.0,0.0,5.735645591948206,0.0,0.0,0.0
2795,my_land,2010-02-15,0.0,surface_runoff,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.3,0.0,0.0,0.0
2796,my_groundwater,2010-02-15,11.079404504690654,tank,0.0,0.0,0.0010517003385080662,0.0,0.0,0.0,0.0,0.0,9.86710359178685,0.0,0.0,0.0
2797,my_reservoir,2010-02-15,0.0,tank,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2798,gw1,2010-02-15,258.89185034428226,tank,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2799,gw2,2010-02-15,266.10814965571774,tank,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2800,my_sewer,2010-02-16,0.0,sewer_tank,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.475,0.0,0.0,0.0
2801,my_land,2010-02-16,4.206992693836599,percolation,0.0,0.0,0.00036493403785622345,0.0,0.0,0.0,0.0,0.0,7.167119346299053,0.0,0.0,0.0
2802,my_land,2010-02-16,0.005691762675384432,subsurface_runoff,0.0,0.0,4.506037039808538e-07,0.0,0.0,0.0,0.0,0.0,5.735645591948206,0.0,0.0,0.0
2803,my_land,2010-02-16,0.0,surface_runoff,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.3,0.0,0.0,0.0
2804,my_groundwater,2010-02-16,11.137348344696315,tank,0.0,0.0,0.0010565001020038693,0.0,0.0,0.0,0.0,0.0,9.84634164809865,0.0,0.0,0.0
2805,my_reservoir,2010-02-16,0.0,tank,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2806,gw1,2010-02-16,258.9159046753204,tank,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2807,gw2,2010-02-16,266.0840953246796,tank,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2808,my_sewer,2010-02-17,0.0,sewer_tank,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.35,0.0,0.0,0.0
2809,my_land,2010-02-17,4.122852839959867,percolation,0.0,0.0,0.00035763535709909896,0.0,0.0,0.0,0.0,0.0,7.167119346299053,0.0,0.0,0.0
2810,my_land,2010-02-17,0.004553410140307546,subsurface_runoff,0.0,0.0,3.6048296318468305e-07,0.0,0.0,0.0,0.0,0.0,5.735645591948206,0.0,0.0,0.0
2811,my_land,2010-02-17,0.0,surface_runoff,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.3,0.0,0.0,0.0
2812,my_groundwater,2010-02-17,11.193434478076615,tank,0.0,0.0,0.0010611392858040913,0.0,0.0,0.0,0.0,0.0,9.826252568202333,0.0,0.0,0.0
2813,my_reservoir,2010-02-17,0.0,tank,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2814,gw1,2010-02-17,258.9397986441516,tank,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2815,gw2,2010-02-17,266.0602013558484,tank,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2816,my_sewer,2010-02-18,0.0,sewer_tank,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.225,0.0,0.0,0.0
2817,my_land,2010-02-18,4.04039578316067,percolation,0.0,0.0,0.000350482649957117,0.0,0.0,0.0,0.0,0.0,7.167119346299053,0.0,0.0,0.0
2818,my_land,2010-02-18,0.0036427281122460367,subsurface_runoff,0.0,0.0,2.883863705477464e-07,0.0,0.0,0.0,0.0,0.0,5.735645591948206,0.0,0.0,0.0
2819,my_land,2010-02-18,0.0,surface_runoff,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.3,0.0,0.0,0.0
2820,my_groundwater,2010-02-18,11.247701806038624,tank,0.0,0.0,0.0010656212629637082,0.0,0.0,0.0,0.0,0.0,9.806807161297083,0.0,0.0,0.0
2821,my_reservoir,2010-02-18,0.0,tank,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2822,gw1,2010-02-18,258.9635333198573,tank,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2823,gw2,2010-02-18,266.0364666801427,tank,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2824,my_sewer,2010-02-19,0.0,sewer_tank,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.225,0.0,0.0,0.0
2825,my_land,2010-02-19,3.9595878674974565,percolation,0.0,0.0,0.00034347299695797466,0.0,0.0,0.0,0.0,0.0,7.167119346299053,0.0,0.0,0.0
2826,my_land,2010-02-19,0.0029141824897968294,subsurface_runoff,0.0,0.0,2.3070909643819713e-07,0.0,0.0,0.0,0.0,0.0,5.735645591948206,0.0,0.0,0.0
2827,my_land,2010-02-19,0.0,surface_runoff,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.1,0.0,0.0,0.0
