,node,surface,storage,evaporation,precipitation,capacity,time,do,org-phosphorus,phosphate,ammonia,solids,bod,cod,ph,temperature,nitrate,nitrite,org-nitrogen,percolation,subsurface_r,surface_r,tank_recharge,et0_coef
326,my_land,urban,0.0,0.0,0.0,0.0,2009-08-13,0.0,0.0,3e-06,0.0,0.0,0.0,0.0,0.0,17.97248134123134,0.0,0.0,0.0,,,,,
327,my_land,rural,16.172053339613317,0.1,0.0,20.0,2009-08-13,0.0,0.0,0.0014761971648520323,0.0,0.0,0.0,0.0,0.0,17.463392209213332,0.0,0.0,0.0,0.0,0.0,0.0,-0.1,0.5
328,my_land,urban,0.0,0.0,0.0,0.0,2009-08-14,0.0,0.0,4e-06,0.0,0.0,0.0,0.0,0.0,17.97248134123134,0.0,0.0,0.0,,,,,
329,my_land,rural,16.072053339613316,0.1,0.0,20.0,2009-08-14,0.0,0.0,0.0014861971648520323,0.0,0.0,0.0,0.0,0.0,17.57042402615167,0.0,0.0,0.0,0.0,0.0,0.0,-0.1,0.5
330,my_land,urban,0.0,0.0,0.0,0.0,2009-08-15,0.0,0.0,4.9999999999999996e-06,0.0,0.0,0.0,0.0,0.0,17.97248134123134,0.0,0.0,0.0,,,,,
331,my_land,rural,15.972053339613316,0.1,0.0,20.0,2009-08-15,0.0,0.0,0.0014961971648520323,0.0,0.0,0.0,0.0,0.0,17.67755300326896,0.0,0.0,0.0,0.0,0.0,0.0,-0.1,0.5
332,my_land,urban,0.0,0.0,0.0,0.0,2009-08-16,0.0,0.0,5.999999999999999e-06,0.0,0.0,0.0,0.0,0.0,17.97248134123134,0.0,0.0,0.0,,,,,
333,my_land,rural,15.872053339613316,0.1,0.0,20.0,2009-08-16,0.0,0.0,0.0015061971648520323,0.0,0.0,0.0,0.0,0.0,17.784694125408624,0.0,0.0,0.0,0.0,0.0,0.0,-0.1,0.5
334,my_land,urban,0.0,0.0,0.0,0.0,2009-08-17,0.0,0.0,6.999999999999999e-06,0.0,0.0,0.0,0.0,0.0,17.97248134123134,0.0,0.0,0.0,,,,,
335,my_land,rural,15.772053339613317,0.1,0.0,20.0,2009-08-17,0.0,0.0,0.0015161971648520324,0.0,0.0,0.0,0.0,0.0,17.891836765676082,0.0,0.0,0.0,0.0,0.0,0.0,-0.1,0.5
336,my_land,urban,0.0,0.0,0.0,0.0,2009-08-18,0.0,0.0,8e-06,0.0,0.0,0.0,0.0,0.0,17.97248134123134,0.0,0.0,0.0,,,,,
337,my_land,rural,15.672053339613317,0.1,0.0,20.0,2009-08-18,0.0,0.0,0.0015261971648520324,0.0,0.0,0.0,0.0,0.0,17.846301023209513,0.0,0.0,0.0,0.0,0.0,0.0,-0.1,0.5
338,my_land,urban,0.0,0.001,0.001,0.0,2009-08-19,0.0,0.0,9e-06,0.0,0.0,0.0,0.0,0.0,17.97248134123134,0.0,0.0,0.0,,,,,
339,my_land,rural,15.581671395856217,0.1,0.01,20.0,2009-08-19,0.0,0.0,0.0015361971648520324,0.0,0.0,0.0,0.0,0.0,17.78168048290119,0.0,0.0,0.0,0.0,0.0,0.00038194375709914904,-0.09763887514198298,0.5
340,my_land,urban,0.0,0.0029999999999999996,0.0029999999999999996,0.0,2009-08-20,0.0,0.0,1e-05,0.0,0.0,0.0,0.0,0.0,17.97248134123134,0.0,0.0,0.0,,,,,
341,my_land,rural,15.510606878991204,0.1,0.03,20.0,2009-08-20,0.0,0.0,0.0015461971648520324,0.0,0.0,0.0,0.0,0.0,17.71467434286265,0.0,0.0,0.0,0.0,0.0,0.0010645168650119724,-0.09129033730023946,0.5
342,my_land,urban,-6.938893903907228e-18,0.02,0.047,0.0,2009-08-21,0.0,0.0,-1.6940658945086007e-21,0.0,0.0,0.0,0.0,0.0,18.91071429,0.0,0.0,0.0,,,,,
343,my_land,rural,15.570663698314464,0.1,0.47000000000000003,20.0,2009-08-21,0.0,0.0,0.001527315167048624,0.0,0.0,0.0,0.0,0.0,17.65071067082799,0.0,0.0,0.0,0.22083451623217662,0.07361150541072554,0.015497159033836957,0.06005681932326089,0.5
344,my_land,urban,0.0,-6.938893903907228e-18,0.0,0.0,2009-08-22,0.0,0.0,9.999999999999983e-07,0.0,0.0,0.0,0.0,0.0,18.91071429,0.0,0.0,0.0,,,,,
345,my_land,rural,15.470663698314464,0.1,0.0,20.0,2009-08-22,0.0,0.0,0.001537315167048624,0.0,0.0,0.0,0.0,0.0,17.5804459788535,0.0,0.0,0.0,0.0,0.0,0.0,-0.1,0.5
346,my_land,urban,0.0,0.0,0.0,0.0,2009-08-23,0.0,0.0,1.9999999999999982e-06,0.0,0.0,0.0,0.0,0.0,18.91071429,0.0,0.0,0.0,,,,,
347,my_land,rural,15.370663698314464,0.1,0.0,20.0,2009-08-23,0.0,0.0,0.0015473151670486241,0.0,0.0,0.0,0.0,0.0,17.51273431985669,0.0,0.0,0.0,0.0,0.0,0.0,-0.1,0.5
348,my_land,urban,0.0,0.0029999999999999996,0.0029999999999999996,0.0,2009-08-24,0.0,0.0,2.9999999999999984e-06,0.0,0.0,0.0,0.0,0.0,18.91071429,0.0,0.0,0.0,,,,,
349,my_land,rural,15.299858048461077,0.1,0.03,20.0,2009-08-24,0.0,0.0,0.0015573151670486242,0.0,0.0,0.0,0.0,0.0,17.445341789982088,0.0,0.0,0.0,0.0,0.0,0.0008056498533867156,-0.08611299706773431,0.5
350,my_land,urban,0.0,0.02,0.023,0.0,2009-08-25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18.43611111,0.0,0.0,0.0,,,,,
351,my_land,rural,15.323776945035684,0.1,0.22999999999999998,20.0,2009-08-25,0.0,0.0,0.0015570750397627532,0.0,0.0,0.0,0.0,0.0,17.25875225956068,0.0,0.0,0.0,0.07558278619059165,0.02519426206353055,0.005304055171269591,0.023918896574608182,0.5
352,my_land,urban,0.0,0.02,0.028,0.0,2009-08-26,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18.19722222,0.0,0.0,0.0,,,,,
353,my_land,rural,15.367131063841644,0.1,0.27999999999999997,20.0,2009-08-26,0.0,0.0,0.0015539480888184277,0.0,0.0,0.0,0.0,0.0,17.05657154204868,0.0,0.0,0.0,0.097360190350754,0.032453396783584665,0.006832294059702034,0.0433541188059593,0.5
354,my_land,urban,0.0,0.0029999999999999996,0.0029999999999999996,0.0,2009-08-27,0.0,0.0,1e-06,0.0,0.0,0.0,0.0,0.0,18.19722222,0.0,0.0,0.0,,,,,
355,my_land,rural,15.296330730788169,0.1,0.03,20.0,2009-08-27,0.0,0.0,0.0015639480888184278,0.0,0.0,0.0,0.0,0.0,16.850821440256084,0.0,0.0,0.0,0.0,0.0,0.0008003330534751417,-0.08600666106950285,0.5
356,my_land,urban,0.0,0.02,0.022000000000000002,0.0,2009-08-28,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17.71944444,0.0,0.0,0.0,,,,,
357,my_land,rural,15.315754400379888,0.1,0.22,20.0,2009-08-28,0.0,0.0,0.0015641898719129545,0.0,0.0,0.0,0.0,0.0,16.64674602120785,0.0,0.0,0.0,0.07166063541590141,0.023886878471967136,0.005028816520414135,0.019423669591717325,0.5
358,my_land,urban,0.0,0.0,0.0,0.0,2009-08-29,0.0,0.0,1e-06,0.0,0.0,0.0,0.0,0.0,17.71944444,0.0,0.0,0.0,,,,,
359,my_land,rural,15.215754400379888,0.1,0.0,20.0,2009-08-29,0.0,0.0,0.0015741898719129545,0.0,0.0,0.0,0.0,0.0,16.441259922650982,0.0,0.0,0.0,0.0,0.0,0.0,-0.1,0.5
360,my_land,urban,0.0,0.002,0.002,0.0,2009-08-30,0.0,0.0,2e-06,0.0,0.0,0.0,0.0,0.0,17.71944444,0.0,0.0,0.0,,,,,
361,my_land,rural,15.13539773158498,0.1,0.02,20.0,2009-08-30,0.0,0.0,0.0015841898719129545,0.0,0.0,0.0,0.0,0.0,16.236407492831376,0.0,0.0,0.0,0.0,0.0,0.00035666879490721187,-0.08713337589814424,0.5
362,my_land,urban,0.0,0.001,0.001,0.0,2009-08-31,0.0,0.0,3e-06,0.0,0.0,0.0,0.0,0.0,17.71944444,0.0,0.0,0.0,,,,,
363,my_land,rural,15.045277696363524,0.1,0.01,20.0,2009-08-31,0.0,0.0,0.0015941898719129546,0.0,0.0,0.0,0.0,0.0,16.031634271603924,0.0,0.0,0.0,0.0,0.0,0.0001200352214565932,-0.09240070442913186,0.5
364,my_land,urban,0.011000000000000003,0.02,0.07100000000000001,0.0,2009-09-01,0.0,0.0,8.627450980392156e-07,0.0,0.0,0.0,0.0,0.0,16.76388889,0.0,0.0,0.0,,,,,
365,my_land,rural,15.593541080746418,0.1,0.7100000000000001,20.0,2009-09-01,0.0,0.0,0.0015981788673429123,0.0,0.0,0.0,0.0,0.0,15.830420094945344,0.0,0.0,0.0,0.04398733862718857,0.014662446209062858,0.0030868307808553388,0.5482633843828932,0.5
366,my_land,urban,0.037999999999999985,0.02,0.087,0.0,2009-09-02,0.0,0.0,9.074912016088485e-07,0.0,0.0,0.0,0.0,0.0,16.558689458846157,0.0,0.0,0.0,,,,,
367,my_land,rural,15.739417265406848,0.1,0.8699999999999999,20.0,2009-09-02,0.0,0.0,0.0015497966702880492,0.0,0.0,0.0,0.0,0.0,15.62647993052362,0.0,0.0,0.0,0.44468821842944245,0.14822940614314747,0.03120619076697842,0.14587618466043156,0.5
368,my_land,urban,0.0,0.02,0.008,0.0,2009-09-03,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.558689458846157,0.0,0.0,0.0,,,,,
369,my_land,rural,15.716224593340074,0.1,0.08,20.0,2009-09-03,0.0,0.0,0.0015597966702880493,0.0,0.0,0.0,0.0,0.0,15.522059991315455,0.0,0.0,0.0,0.0,0.0,0.0031926720667744325,-0.08385344133548865,0.5
370,my_land,urban,0.0,0.0,0.0,0.0,2009-09-04,0.0,0.0,1e-06,0.0,0.0,0.0,0.0,0.0,16.558689458846157,0.0,0.0,0.0,,,,,
371,my_land,rural,15.616224593340075,0.1,0.0,20.0,2009-09-04,0.0,0.0,0.0015697966702880493,0.0,0.0,0.0,0.0,0.0,15.434007498914434,0.0,0.0,0.0,0.0,0.0,0.0,-0.1,0.5
372,my_land,urban,0.0,0.0,0.0,0.0,2009-09-05,0.0,0.0,2e-06,0.0,0.0,0.0,0.0,0.0,16.558689458846157,0.0,0.0,0.0,,,,,
373,my_land,rural,15.516224593340075,0.1,0.0,20.0,2009-09-05,0.0,0.0,0.0015797966702880493,0.0,0.0,0.0,0.0,0.0,15.348000937364306,0.0,0.0,0.0,0.0,0.0,0.0,-0.1,0.5
374,my_land,urban,0.0,0.0,0.0,0.0,2009-09-06,0.0,0.0,3e-06,0.0,0.0,0.0,0.0,0.0,16.558689458846157,0.0,0.0,0.0,,,,,
375,my_land,rural,15.416224593340075,0.1,0.0,20.0,2009-09-06,0.0,0.0,0.0015897966702880493,0.0,0.0,0.0,0.0,0.0,15.262250117170538,0.0,0.0,0.0,0.0,0.0,0.0,-0.1,0.5
376,my_land,urban,0.0,0.001,0.001,0.0,2009-09-07,0.0,0.0,4e-06,0.0,0.0,0.0,0.0,0.0,16.558689458846157,0.0,0.0,0.0,,,,,
377,my_land,rural,15.325934247393072,0.1,0.01,20.0,2009-09-07,0.0,0.0,0.0015997966702880494,0.0,0.0,0.0,0.0,0.0,15.176531264646316,0.0,0.0,0.0,0.0,0.0,0.00029034594700315093,-0.09580691894006302,0.5
378,my_land,urban,0.0,0.0029999999999999996,0.0029999999999999996,0.0,2009-09-08,0.0,0.0,4.9999999999999996e-06,0.0,0.0,0.0,0.0,0.0,16.558689458846157,0.0,0.0,0.0,,,,,
379,my_land,rural,15.255198680330201,0.1,0.03,20.0,2009-09-08,0.0,0.0,0.0016097966702880494,0.0,0.0,0.0,0.0,0.0,15.22206640808079,0.0,0.0,0.0,0.0,0.0,0.0007355670628696025,-0.08471134125739206,0.5
380,my_land,urban,0.0,0.0,0.0,0.0,2009-09-09,0.0,0.0,5.999999999999999e-06,0.0,0.0,0.0,0.0,0.0,16.558689458846157,0.0,0.0,0.0,,,,,
381,my_land,rural,15.155198680330201,0.1,0.0,20.0,2009-09-09,0.0,0.0,0.0016197966702880494,0.0,0.0,0.0,0.0,0.0,15.2840083010101,0.0,0.0,0.0,0.0,0.0,0.0,-0.1,0.5
382,my_land,urban,0.0,0.0,0.0,0.0,2009-09-10,0.0,0.0,6.999999999999999e-06,0.0,0.0,0.0,0.0,0.0,16.558689458846157,0.0,0.0,0.0,,,,,
383,my_land,rural,15.055198680330202,0.1,0.0,20.0,2009-09-10,0.0,0.0,0.0016297966702880494,0.0,0.0,0.0,0.0,0.0,15.348001037626263,0.0,0.0,0.0,0.0,0.0,0.0,-0.1,0.5
384,my_land,urban,0.0,0.0,0.0,0.0,2009-09-11,0.0,0.0,8e-06,0.0,0.0,0.0,0.0,0.0,16.558689458846157,0.0,0.0,0.0,,,,,
385,my_land,rural,14.955198680330202,0.1,0.0,20.0,2009-09-11,0.0,0.0,0.0016397966702880495,0.0,0.0,0.0,0.0,0.0,15.412250129703283,0.0,0.0,0.0,0.0,0.0,0.0,-0.1,0.5
386,my_land,urban,0.0,0.0,0.0,0.0,2009-09-12,0.0,0.0,9e-06,0.0,0.0,0.0,0.0,0.0,16.558689458846157,0.0,0.0,0.0,,,,,
387,my_land,rural,14.855198680330203,0.1,0.0,20.0,2009-09-12,0.0,0.0,0.0016497966702880495,0.0,0.0,0.0,0.0,0.0,15.476531266212909,0.0,0.0,0.0,0.0,0.0,0.0,-0.1,0.5
388,my_land,urban,0.0,0.0,0.0,0.0,2009-09-13,0.0,0.0,1e-05,0.0,0.0,0.0,0.0,0.0,16.558689458846157,0.0,0.0,0.0,,,,,
389,my_land,rural,14.755198680330203,0.1,0.0,20.0,2009-09-13,0.0,0.0,0.0016597966702880495,0.0,0.0,0.0,0.0,0.0,15.540816408276616,0.0,0.0,0.0,0.0,0.0,0.0,-0.1,0.5
390,my_land,urban,0.0,0.0,0.0,0.0,2009-09-14,0.0,0.0,1.1000000000000001e-05,0.0,0.0,0.0,0.0,0.0,16.558689458846157,0.0,0.0,0.0,,,,,
391,my_land,rural,14.655198680330203,0.1,0.0,20.0,2009-09-14,0.0,0.0,0.0016697966702880495,0.0,0.0,0.0,0.0,0.0,15.605102051034578,0.0,0.0,0.0,0.0,0.0,0.0,-0.1,0.5
392,my_land,urban,0.0,0.0,0.0,0.0,2009-09-15,0.0,0.0,1.2000000000000002e-05,0.0,0.0,0.0,0.0,0.0,16.558689458846157,0.0,0.0,0.0,,,,,
393,my_land,rural,14.555198680330204,0.1,0.0,20.0,2009-09-15,0.0,0.0,0.0016797966702880496,0.0,0.0,0.0,0.0,0.0,15.669387756379324,0.0,0.0,0.0,0.0,0.0,0.0,-0.1,0.5
394,my_land,urban,0.0,0.0,0.0,0.0,2009-09-16,0.0,0.0,1.3000000000000003e-05,0.0,0.0,0.0,0.0,0.0,16.558689458846157,0.0,0.0,0.0,,,,,
395,my_land,rural,14.455198680330204,0.1,0.0,20.0,2009-09-16,0.0,0.0,0.0016897966702880496,0.0,0.0,0.0,0.0,0.0,15.714923469547418,0.0,0.0,0.0,0.0,0.0,0.0,-0.1,0.5
396,my_land,urban,0.0,0.0,0.0,0.0,2009-09-17,0.0,0.0,1.4000000000000003e-05,0.0,0.0,0.0,0.0,0.0,16.558689458846157,0.0,0.0,0.0,,,,,
397,my_land,rural,14.355198680330204,0.1,0.0,20.0,2009-09-17,0.0,0.0,0.0016997966702880496,0.0,0.0,0.0,0.0,0.0,15.758115433693428,0.0,0.0,0.0,0.0,0.0,0.0,-0.1,0.5
398,my_land,urban,0.0,0.0,0.0,0.0,2009-09-18,0.0,0.0,1.5000000000000004e-05,0.0,0.0,0.0,0.0,0.0,16.558689458846157,0.0,0.0,0.0,,,,,
399,my_land,rural,14.255198680330205,0.1,0.0,20.0,2009-09-18,0.0,0.0,0.0017097966702880496,0.0,0.0,0.0,0.0,0.0,15.801014429211678,0.0,0.0,0.0,0.0,0.0,0.0,-0.1,0.5
400,my_land,urban,0.0,0.0,0.0,0.0,2009-09-19,0.0,0.0,1.6000000000000003e-05,0.0,0.0,0.0,0.0,0.0,16.558689458846157,0.0,0.0,0.0,,,,,
401,my_land,rural,14.155198680330205,0.1,0.0,20.0,2009-09-19,0.0,0.0,0.0017197966702880497,0.0,0.0,0.0,0.0,0.0,15.843876803651458,0.0,0.0,0.0,0.0,0.0,0.0,-0.1,0.5
402,my_land,urban,0.0,0.0,0.0,0.0,2009-09-20,0.0,0.0,1.7000000000000003e-05,0.0,0.0,0.0,0.0,0.0,16.558689458846157,0.0,0.0,0.0,,,,,
403,my_land,rural,14.055198680330205,0.1,0.0,20.0,2009-09-20,0.0,0.0,0.0017297966702880497,0.0,0.0,0.0,0.0,0.0,15.886734600456435,0.0,0.0,0.0,0.0,0.0,0.0,-0.1,0.5
404,my_land,urban,0.0,0.0,0.0,0.0,2009-09-21,0.0,0.0,1.8000000000000004e-05,0.0,0.0,0.0,0.0,0.0,16.558689458846157,0.0,0.0,0.0,,,,,
405,my_land,rural,13.955198680330206,0.1,0.0,20.0,2009-09-21,0.0,0.0,0.0017397966702880497,0.0,0.0,0.0,0.0,0.0,15.929591825057056,0.0,0.0,0.0,0.0,0.0,0.0,-0.1,0.5
406,my_land,urban,0.0,0.001,0.001,0.0,2009-09-22,0.0,0.0,1.9000000000000004e-05,0.0,0.0,0.0,0.0,0.0,16.558689458846157,0.0,0.0,0.0,,,,,
407,my_land,rural,13.865198680330206,0.1,0.01,20.0,2009-09-22,0.0,0.0,0.0017497966702880498,0.0,0.0,0.0,0.0,0.0,15.972448978132133,0.0,0.0,0.0,0.0,0.0,0.0,-0.09,0.5
408,my_land,urban,0.0,0.0,0.0,0.0,2009-09-23,0.0,0.0,2.0000000000000005e-05,0.0,0.0,0.0,0.0,0.0,16.558689458846157,0.0,0.0,0.0,,,,,
409,my_land,rural,13.765198680330206,0.1,0.0,20.0,2009-09-23,0.0,0.0,0.0017597966702880498,0.0,0.0,0.0,0.0,0.0,16.02334183976652,0.0,0.0,0.0,0.0,0.0,0.0,-0.1,0.5
410,my_land,urban,0.0,0.0,0.0,0.0,2009-09-24,0.0,0.0,2.1000000000000006e-05,0.0,0.0,0.0,0.0,0.0,16.558689458846157,0.0,0.0,0.0,,,,,
411,my_land,rural,13.665198680330207,0.1,0.0,20.0,2009-09-24,0.0,0.0,0.0017697966702880498,0.0,0.0,0.0,0.0,0.0,16.07523915747082,0.0,0.0,0.0,0.0,0.0,0.0,-0.1,0.5
412,my_land,urban,0.0,0.0,0.0,0.0,2009-09-25,0.0,0.0,2.2000000000000006e-05,0.0,0.0,0.0,0.0,0.0,16.558689458846157,0.0,0.0,0.0,,,,,
413,my_land,rural,13.565198680330207,0.1,0.0,20.0,2009-09-25,0.0,0.0,0.0017797966702880498,0.0,0.0,0.0,0.0,0.0,16.127262039683853,0.0,0.0,0.0,0.0,0.0,0.0,-0.1,0.5
414,my_land,urban,0.0,0.0,0.0,0.0,2009-09-26,0.0,0.0,2.3000000000000007e-05,0.0,0.0,0.0,0.0,0.0,16.558689458846157,0.0,0.0,0.0,,,,,
415,my_land,rural,13.465198680330207,0.1,0.0,20.0,2009-09-26,0.0,0.0,0.0017897966702880499,0.0,0.0,0.0,0.0,0.0,16.17930060996048,0.0,0.0,0.0,0.0,0.0,0.0,-0.1,0.5
416,my_land,urban,0.0,0.0,0.0,0.0,2009-09-27,0.0,0.0,2.4000000000000007e-05,0.0,0.0,0.0,0.0,0.0,16.558689458846157,0.0,0.0,0.0,,,,,
417,my_land,rural,13.365198680330208,0.1,0.0,20.0,2009-09-27,0.0,0.0,0.0017997966702880499,0.0,0.0,0.0,0.0,0.0,16.231341148745063,0.0,0.0,0.0,0.0,0.0,0.0,-0.1,0.5
418,my_land,urban,0.0,0.0,0.0,0.0,2009-09-28,0.0,0.0,2.5000000000000008e-05,0.0,0.0,0.0,0.0,0.0,16.558689458846157,0.0,0.0,0.0,,,,,
419,my_land,rural,13.265198680330208,0.1,0.0,20.0,2009-09-28,0.0,0.0,0.00180979667028805,0.0,0.0,0.0,0.0,0.0,16.283381926093135,0.0,0.0,0.0,0.0,0.0,0.0,-0.1,0.5
420,my_land,urban,0.0,0.0,0.0,0.0,2009-09-29,0.0,0.0,2.600000000000001e-05,0.0,0.0,0.0,0.0,0.0,16.558689458846157,0.0,0.0,0.0,,,,,
421,my_land,rural,13.165198680330208,0.1,0.0,20.0,2009-09-29,0.0,0.0,0.00181979667028805,0.0,0.0,0.0,0.0,0.0,16.335422740761643,0.0,0.0,0.0,0.0,0.0,0.0,-0.1,0.5
422,my_land,urban,0.0,0.001,0.001,0.0,2009-09-30,0.0,0.0,2.700000000000001e-05,0.0,0.0,0.0,0.0,0.0,16.558689458846157,0.0,0.0,0.0,,,,,
423,my_land,rural,13.075198680330208,0.1,0.01,20.0,2009-09-30,0.0,0.0,0.00182979667028805,0.0,0.0,0.0,0.0,0.0,15.988802845095208,0.0,0.0,0.0,0.0,0.0,0.0,-0.09,0.5
424,my_land,urban,0.0,0.0,0.0,0.0,2009-10-01,0.0,0.0,2.800000000000001e-05,0.0,0.0,0.0,0.0,0.0,16.558689458846157,0.0,0.0,0.0,,,,,
425,my_land,rural,12.975198680330209,0.1,0.0,20.0,2009-10-01,0.0,0.0,0.00183979667028805,0.0,0.0,0.0,0.0,0.0,15.5923503531369,0.0,0.0,0.0,0.0,0.0,0.0,-0.1,0.5
426,my_land,urban,0.0,0.002,0.002,0.0,2009-10-02,0.0,0.0,2.900000000000001e-05,0.0,0.0,0.0,0.0,0.0,16.558689458846157,0.0,0.0,0.0,,,,,
427,my_land,rural,12.895198680330209,0.1,0.02,20.0,2009-10-02,0.0,0.0,0.00184979667028805,0.0,0.0,0.0,0.0,0.0,15.189668794142113,0.0,0.0,0.0,0.0,0.0,0.0,-0.08,0.5
428,my_land,urban,0.0,0.007,0.007,0.0,2009-10-03,0.0,0.0,3.000000000000001e-05,0.0,0.0,0.0,0.0,0.0,16.558689458846157,0.0,0.0,0.0,,,,,
429,my_land,rural,12.86519868033021,0.1,0.06999999999999999,20.0,2009-10-03,0.0,0.0,0.00185979667028805,0.0,0.0,0.0,0.0,0.0,14.786208601767765,0.0,0.0,0.0,0.0,0.0,0.0,-0.030000000000000002,0.5
430,my_land,urban,0.0,0.0,0.0,0.0,2009-10-04,0.0,0.0,3.100000000000001e-05,0.0,0.0,0.0,0.0,0.0,16.558689458846157,0.0,0.0,0.0,,,,,
431,my_land,rural,12.76519868033021,0.1,0.0,20.0,2009-10-04,0.0,0.0,0.00186979667028805,0.0,0.0,0.0,0.0,0.0,14.382651072720972,0.0,0.0,0.0,0.0,0.0,0.0,-0.1,0.5
432,my_land,urban,0.0,0.02,0.043,0.0,2009-10-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.575,0.0,0.0,0.0,,,,,
433,my_land,rural,13.09519868033021,0.1,0.43,20.0,2009-10-05,0.0,0.0,0.00187979667028805,0.0,0.0,0.0,0.0,0.0,13.97968728503473,0.0,0.0,0.0,0.0,0.0,0.0,0.33,0.5
434,my_land,urban,0.0,0.02,0.059,0.0,2009-10-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.478125,0.0,0.0,0.0,,,,,
435,my_land,rural,13.58519868033021,0.1,0.59,20.0,2009-10-06,0.0,0.0,0.0018897966702880501,0.0,0.0,0.0,0.0,0.0,13.858301908590894,0.0,0.0,0.0,0.0,0.0,0.0,0.49,0.5
436,my_land,urban,0.0,0.02,0.06,0.0,2009-10-07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.381250000000001,0.0,0.0,0.0,,,,,
437,my_land,rural,14.08519868033021,0.1,0.6,20.0,2009-10-07,0.0,0.0,0.0018997966702880501,0.0,0.0,0.0,0.0,0.0,13.770545706779874,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.5
438,my_land,urban,0.0,0.0,0.0,0.0,2009-10-08,0.0,0.0,1e-06,0.0,0.0,0.0,0.0,0.0,14.381250000000001,0.0,0.0,0.0,,,,,
439,my_land,rural,13.98519868033021,0.1,0.0,20.0,2009-10-08,0.0,0.0,0.0019097966702880502,0.0,0.0,0.0,0.0,0.0,13.684599463347485,0.0,0.0,0.0,0.0,0.0,0.0,-0.1,0.5
440,my_land,urban,0.0,0.009,0.009,0.0,2009-10-09,0.0,0.0,2e-06,0.0,0.0,0.0,0.0,0.0,14.381250000000001,0.0,0.0,0.0,,,,,
441,my_land,rural,13.97519868033021,0.1,0.09,20.0,2009-10-09,0.0,0.0,0.0019197966702880502,0.0,0.0,0.0,0.0,0.0,13.601199932918437,0.0,0.0,0.0,0.0,0.0,0.0,-0.010000000000000005,0.5
442,my_land,urban,0.0,0.0,0.0,0.0,2009-10-10,0.0,0.0,3e-06,0.0,0.0,0.0,0.0,0.0,14.381250000000001,0.0,0.0,0.0,,,,,
443,my_land,rural,13.875198680330211,0.1,0.0,20.0,2009-10-10,0.0,0.0,0.0019297966702880502,0.0,0.0,0.0,0.0,0.0,13.518118741614805,0.0,0.0,0.0,0.0,0.0,0.0,-0.1,0.5
444,my_land,urban,0.0,0.02,0.04,0.0,2009-10-11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.993750000000002,0.0,0.0,0.0,,,,,
445,my_land,rural,14.175198680330212,0.1,0.4,20.0,2009-10-11,0.0,0.0,0.0019397966702880502,0.0,0.0,0.0,0.0,0.0,13.436335608818023,0.0,0.0,0.0,0.0,0.0,0.0,0.3,0.5
446,my_land,urban,0.0,0.0,0.0,0.0,2009-10-12,0.0,0.0,1e-06,0.0,0.0,0.0,0.0,0.0,13.993750000000002,0.0,0.0,0.0,,,,,
447,my_land,rural,14.075198680330212,0.1,0.0,20.0,2009-10-12,0.0,0.0,0.0019497966702880503,0.0,0.0,0.0,0.0,0.0,13.352198201102253,0.0,0.0,0.0,0.0,0.0,0.0,-0.1,0.5
448,my_land,urban,0.0,0.0,0.0,0.0,2009-10-13,0.0,0.0,2e-06,0.0,0.0,0.0,0.0,0.0,13.993750000000002,0.0,0.0,0.0,,,,,
449,my_land,rural,13.975198680330212,0.1,0.0,20.0,2009-10-13,0.0,0.0,0.00195979667028805,0.0,0.0,0.0,0.0,0.0,13.269024775137781,0.0,0.0,0.0,0.0,0.0,0.0,-0.1,0.5
450,my_land,urban,0.0,0.0,0.0,0.0,2009-10-14,0.0,0.0,3e-06,0.0,0.0,0.0,0.0,0.0,13.993750000000002,0.0,0.0,0.0,,,,,
451,my_land,rural,13.875198680330213,0.1,0.0,20.0,2009-10-14,0.0,0.0,0.00196979667028805,0.0,0.0,0.0,0.0,0.0,12.998806669392224,0.0,0.0,0.0,0.0,0.0,0.0,-0.1,0.5
452,my_land,urban,0.0,0.016,0.016,0.0,2009-10-15,0.0,0.0,4e-06,0.0,0.0,0.0,0.0,0.0,13.993750000000002,0.0,0.0,0.0,,,,,
453,my_land,rural,13.935198680330213,0.1,0.16,20.0,2009-10-15,0.0,0.0,0.00197979667028805,0.0,0.0,0.0,0.0,0.0,12.705266285803207,0.0,0.0,0.0,0.0,0.0,0.0,0.060000000000000005,0.5
454,my_land,urban,0.0,0.0,0.0,0.0,2009-10-16,0.0,0.0,4.9999999999999996e-06,0.0,0.0,0.0,0.0,0.0,13.993750000000002,0.0,0.0,0.0,,,,,
455,my_land,rural,13.835198680330214,0.1,0.0,20.0,2009-10-16,0.0,0.0,0.00198979667028805,0.0,0.0,0.0,0.0,0.0,12.408694003225401,0.0,0.0,0.0,0.0,0.0,0.0,-0.1,0.5
