,node,surface,storage,evaporation,precipitation,capacity,time,do,org-phosphorus,phosphate,ammonia,solids,bod,cod,ph,temperature,nitrate,nitrite,org-nitrogen,percolation,subsurface_r,surface_r,tank_recharge,et0_coef
21,my_land,rural,1.6358893733784778,0.05402482389763485,0.0,20.0,2009-03-13,0.0,0.0,0.00010999999999999999,0.0,0.0,0.0,0.0,0.0,8.75234823886206,0.0,0.0,0.0,0.0,0.0,0.0,-0.05402482389763485,0.5
22,my_land,urban,0.0,0.0,0.0,0.0,2009-03-14,0.0,0.0,5.999999999999999e-06,0.0,0.0,0.0,0.0,0.0,6.979166667,0.0,0.0,0.0,,,,,
23,my_land,rural,1.5822798991336195,0.053609474244858395,0.0,20.0,2009-03-14,0.0,0.0,0.00011999999999999999,0.0,0.0,0.0,0.0,0.0,9.128864958107759,0.0,0.0,0.0,0.0,0.0,0.0,-0.053609474244858395,0.5
24,my_land,urban,0.0,0.0,0.0,0.0,2009-03-15,0.0,0.0,6.999999999999999e-06,0.0,0.0,0.0,0.0,0.0,6.979166667,0.0,0.0,0.0,,,,,
25,my_land,rural,1.5290794246892143,0.053200474444405295,0.0,20.0,2009-03-15,0.0,0.0,0.00013,0.0,0.0,0.0,0.0,0.0,9.50539383426347,0.0,0.0,0.0,0.0,0.0,0.0,-0.053200474444405295,0.5
26,my_land,urban,0.0,0.0,0.0,0.0,2009-03-16,0.0,0.0,8e-06,0.0,0.0,0.0,0.0,0.0,6.979166667,0.0,0.0,0.0,,,,,
27,my_land,rural,1.4762817448842982,0.05279767980491609,0.0,20.0,2009-03-16,0.0,0.0,0.00014,0.0,0.0,0.0,0.0,0.0,9.881924229282935,0.0,0.0,0.0,0.0,0.0,0.0,-0.05279767980491609,0.5
28,my_land,urban,0.0,0.0,0.0,0.0,2009-03-17,0.0,0.0,9e-06,0.0,0.0,0.0,0.0,0.0,6.979166667,0.0,0.0,0.0,,,,,
29,my_land,rural,1.4238807948823113,0.052400950001986836,0.0,20.0,2009-03-17,0.0,0.0,0.00015,0.0,0.0,0.0,0.0,0.0,9.76492802866037,0.0,0.0,0.0,0.0,0.0,0.0,-0.052400950001986836,0.5
30,my_land,urban,0.0,0.0,0.0,0.0,2009-03-18,0.0,0.0,1e-05,0.0,0.0,0.0,0.0,0.0,6.979166667,0.0,0.0,0.0,,,,,
31,my_land,rural,1.3718706459677787,0.05201014891453255,0.0,20.0,2009-03-18,0.0,0.0,0.00015999999999999999,0.0,0.0,0.0,0.0,0.0,9.586241003582547,0.0,0.0,0.0,0.0,0.0,0.0,-0.05201014891453255,0.5
32,my_land,urban,0.0,0.0,0.0,0.0,2009-03-19,0.0,0.0,1.1000000000000001e-05,0.0,0.0,0.0,0.0,0.0,6.979166667,0.0,0.0,0.0,,,,,
33,my_land,rural,1.3202455014993209,0.051625144468457944,0.0,20.0,2009-03-19,0.0,0.0,0.00016999999999999999,0.0,0.0,0.0,0.0,0.0,9.39984262544782,0.0,0.0,0.0,0.0,0.0,0.0,-0.051625144468457944,0.5
34,my_land,urban,0.0,0.0,0.0,0.0,2009-03-20,0.0,0.0,1.2000000000000002e-05,0.0,0.0,0.0,0.0,0.0,6.979166667,0.0,0.0,0.0,,,,,
35,my_land,rural,1.2689996930120624,0.05124580848725849,0.0,20.0,2009-03-20,0.0,0.0,0.00017999999999999998,0.0,0.0,0.0,0.0,0.0,9.212480328180979,0.0,0.0,0.0,0.0,0.0,0.0,-0.05124580848725849,0.5
36,my_land,urban,0.0,0.0,0.0,0.0,2009-03-21,0.0,0.0,1.3000000000000003e-05,0.0,0.0,0.0,0.0,0.0,6.979166667,0.0,0.0,0.0,,,,,
37,my_land,rural,1.218127676462868,0.05087201654919449,0.0,20.0,2009-03-21,0.0,0.0,0.00018999999999999998,0.0,0.0,0.0,0.0,0.0,9.024997541022623,0.0,0.0,0.0,0.0,0.0,0.0,-0.05087201654919449,0.5
38,my_land,urban,0.0,0.0,0.0,0.0,2009-03-22,0.0,0.0,1.4000000000000003e-05,0.0,0.0,0.0,0.0,0.0,6.979166667,0.0,0.0,0.0,,,,,
39,my_land,rural,1.1676240286121635,0.0505036478507044,0.0,20.0,2009-03-22,0.0,0.0,0.00019999999999999998,0.0,0.0,0.0,0.0,0.0,8.837499692627828,0.0,0.0,0.0,0.0,0.0,0.0,-0.0505036478507044,0.5
40,my_land,urban,0.0,0.005,0.005,0.0,2009-03-23,0.0,0.0,1.5000000000000004e-05,0.0,0.0,0.0,0.0,0.0,6.979166667,0.0,0.0,0.0,,,,,
41,my_land,rural,1.1674834435364232,0.05014058507574028,0.05,20.0,2009-03-23,0.0,0.0,0.00020999999999999998,0.0,0.0,0.0,0.0,0.0,8.649999961578478,0.0,0.0,0.0,0.0,0.0,0.0,-0.000140585075740279,0.5
42,my_land,urban,0.0,0.005,0.005,0.0,2009-03-24,0.0,0.0,1.6000000000000003e-05,0.0,0.0,0.0,0.0,0.0,6.979166667,0.0,0.0,0.0,,,,,
43,my_land,rural,1.1673438654531352,0.05013957808328798,0.05,20.0,2009-03-24,0.0,0.0,0.00021999999999999998,0.0,0.0,0.0,0.0,0.0,8.46249999519731,0.0,0.0,0.0,0.0,0.0,0.0,-0.00013957808328797549,0.5
44,my_land,urban,0.0,0.009,0.009,0.0,2009-03-25,0.0,0.0,1.7000000000000003e-05,0.0,0.0,0.0,0.0,0.0,6.979166667,0.0,0.0,0.0,,,,,
45,my_land,rural,1.2072052871293377,0.050138578323797506,0.09,20.0,2009-03-25,0.0,0.0,0.00022999999999999998,0.0,0.0,0.0,0.0,0.0,8.529785140753722,0.0,0.0,0.0,0.0,0.0,0.0,0.03986142167620249,0.5
46,my_land,urban,0.0,0.009,0.009,0.0,2009-03-26,0.0,0.0,1.8000000000000004e-05,0.0,0.0,0.0,0.0,0.0,6.979166667,0.0,0.0,0.0,,,,,
47,my_land,rural,1.2467803807600906,0.05042490636924722,0.09,20.0,2009-03-26,0.0,0.0,0.00023999999999999998,0.0,0.0,0.0,0.0,0.0,8.629845085243515,0.0,0.0,0.0,0.0,0.0,0.0,0.039575093630752775,0.5
48,my_land,urban,0.0,0.004,0.004,0.0,2009-03-27,0.0,0.0,1.9000000000000004e-05,0.0,0.0,0.0,0.0,0.0,6.979166667,0.0,0.0,0.0,,,,,
49,my_land,rural,1.2360695855194306,0.05071079524066002,0.04,20.0,2009-03-27,0.0,0.0,0.00025,0.0,0.0,0.0,0.0,0.0,8.73419938565544,0.0,0.0,0.0,0.0,0.0,0.0,-0.01071079524066002,0.5
50,my_land,urban,0.0,0.016,0.016,0.0,2009-03-28,0.0,0.0,2.0000000000000005e-05,0.0,0.0,0.0,0.0,0.0,6.979166667,0.0,0.0,0.0,,,,,
51,my_land,rural,1.3454363242235305,0.05063326129589999,0.16,20.0,2009-03-28,0.0,0.0,0.00026000000000000003,0.0,0.0,0.0,0.0,0.0,8.837921393004958,0.0,0.0,0.0,0.0,0.0,0.0,0.10936673870410002,0.5
52,my_land,urban,0.0,0.0,0.0,0.0,2009-03-29,0.0,0.0,2.1000000000000006e-05,0.0,0.0,0.0,0.0,0.0,6.979166667,0.0,0.0,0.0,,,,,
53,my_land,rural,1.2940057657815653,0.051430558441965306,0.0,20.0,2009-03-29,0.0,0.0,0.00027000000000000006,0.0,0.0,0.0,0.0,0.0,8.943021424125622,0.0,0.0,0.0,0.0,0.0,0.0,-0.051430558441965306,0.5
54,my_land,urban,0.0,0.0,0.0,0.0,2009-03-30,0.0,0.0,2.2000000000000006e-05,0.0,0.0,0.0,0.0,0.0,6.979166667,0.0,0.0,0.0,,,,,
55,my_land,rural,1.2429516943421646,0.05105407143940076,0.0,20.0,2009-03-30,0.0,0.0,0.0002800000000000001,0.0,0.0,0.0,0.0,0.0,9.047565178015704,0.0,0.0,0.0,0.0,0.0,0.0,-0.05105407143940076,0.5
56,my_land,urban,0.0,0.0,0.0,0.0,2009-03-31,0.0,0.0,2.3000000000000007e-05,0.0,0.0,0.0,0.0,0.0,6.979166667,0.0,0.0,0.0,,,,,
57,my_land,rural,1.1922686280508497,0.05068306629131499,0.0,20.0,2009-03-31,0.0,0.0,0.0002900000000000001,0.0,0.0,0.0,0.0,0.0,9.152039397251963,0.0,0.0,0.0,0.0,0.0,0.0,-0.05068306629131499,0.5
58,my_land,urban,0.0,0.0,0.0,0.0,2009-04-01,0.0,0.0,2.4000000000000007e-05,0.0,0.0,0.0,0.0,0.0,6.979166667,0.0,0.0,0.0,,,,,
59,my_land,rural,1.1419512040582054,0.05031742399264425,0.0,20.0,2009-04-01,0.0,0.0,0.00030000000000000014,0.0,0.0,0.0,0.0,0.0,9.256504924656497,0.0,0.0,0.0,0.0,0.0,0.0,-0.05031742399264425,0.5
60,my_land,urban,0.0,0.0,0.0,0.0,2009-04-02,0.0,0.0,2.5000000000000008e-05,0.0,0.0,0.0,0.0,0.0,6.979166667,0.0,0.0,0.0,,,,,
61,my_land,rural,1.0919941750969615,0.04995702896124396,0.0,20.0,2009-04-02,0.0,0.0,0.00031000000000000016,0.0,0.0,0.0,0.0,0.0,9.569563115582064,0.0,0.0,0.0,0.0,0.0,0.0,-0.04995702896124396,0.5
62,my_land,urban,0.0,0.002,0.002,0.0,2009-04-03,0.0,0.0,2.600000000000001e-05,0.0,0.0,0.0,0.0,0.0,6.979166667,0.0,0.0,0.0,,,,,
63,my_land,rural,1.0623924061813461,0.04960176891561542,0.02,20.0,2009-04-03,0.0,0.0,0.0003200000000000002,0.0,0.0,0.0,0.0,0.0,9.90869538944776,0.0,0.0,0.0,0.0,0.0,0.0,-0.02960176891561542,0.5
64,my_land,urban,0.0,0.0,0.0,0.0,2009-04-04,0.0,0.0,2.700000000000001e-05,0.0,0.0,0.0,0.0,0.0,6.979166667,0.0,0.0,0.0,,,,,
65,my_land,rural,1.0129999515345065,0.04939245464683967,0.0,20.0,2009-04-04,0.0,0.0,0.0003300000000000002,0.0,0.0,0.0,0.0,0.0,10.25108692368097,0.0,0.0,0.0,0.0,0.0,0.0,-0.04939245464683967,0.5
66,my_land,urban,0.0,0.0,0.0,0.0,2009-04-05,0.0,0.0,2.800000000000001e-05,0.0,0.0,0.0,0.0,0.0,6.979166667,0.0,0.0,0.0,,,,,
67,my_land,rural,0.9639547865655058,0.04904516496900069,0.0,20.0,2009-04-05,0.0,0.0,0.00034000000000000024,0.0,0.0,0.0,0.0,0.0,10.593885865460123,0.0,0.0,0.0,0.0,0.0,0.0,-0.04904516496900069,0.5
68,my_land,urban,0.0,0.009,0.009,0.0,2009-04-06,0.0,0.0,2.900000000000001e-05,0.0,0.0,0.0,0.0,0.0,6.979166667,0.0,0.0,0.0,,,,,
69,my_land,rural,1.0052520531813867,0.04870273338411913,0.09,20.0,2009-04-06,0.0,0.0,0.00035000000000000027,0.0,0.0,0.0,0.0,0.0,10.939591483838567,0.0,0.0,0.0,0.0,0.0,0.0,0.041297266615880866,0.5
70,my_land,urban,3.469446951953614e-18,0.02,0.05,0.0,2009-04-07,0.0,0.0,3.3881317890172014e-21,0.0,0.0,0.0,0.0,0.0,11.23125,0.0,0.0,0.0,,,,,
71,my_land,rural,1.4562611434598214,0.04899090972156532,0.5,20.0,2009-04-07,0.0,0.0,0.0003600000000000003,0.0,0.0,0.0,0.0,0.0,11.05217739131531,0.0,0.0,0.0,0.0,0.0,0.0,0.45100909027843467,0.5
72,my_land,urban,0.0,0.014000000000000004,0.014,0.0,2009-04-08,0.0,0.0,1.0000000000000033e-06,0.0,0.0,0.0,0.0,0.0,11.23125,0.0,0.0,0.0,,,,,
73,my_land,rural,1.5440098505589126,0.05225129290090875,0.13999999999999999,20.0,2009-04-08,0.0,0.0,0.0003700000000000003,0.0,0.0,0.0,0.0,0.0,11.117746496016576,0.0,0.0,0.0,0.0,0.0,0.0,0.08774870709909124,0.5
74,my_land,urban,0.0,0.016999999999999998,0.016999999999999998,0.0,2009-04-09,0.0,0.0,2.0000000000000033e-06,0.0,0.0,0.0,0.0,0.0,11.23125,0.0,0.0,0.0,,,,,
75,my_land,rural,1.661099437450659,0.05291041310825378,0.16999999999999998,20.0,2009-04-09,0.0,0.0,0.00038000000000000035,0.0,0.0,0.0,0.0,0.0,11.187462720617349,0.0,0.0,0.0,0.0,0.0,0.0,0.11708958689174623,0.5
76,my_land,urban,0.0,0.019,0.019,0.0,2009-04-10,0.0,0.0,3.0000000000000035e-06,0.0,0.0,0.0,0.0,0.0,11.23125,0.0,0.0,0.0,,,,,
77,my_land,rural,1.7972965439381954,0.053802893512463534,0.19,20.0,2009-04-10,0.0,0.0,0.00039000000000000037,0.0,0.0,0.0,0.0,0.0,11.257406496448128,0.0,0.0,0.0,0.0,0.0,0.0,0.13619710648753647,0.5
78,my_land,urban,0.0,0.0,0.0,0.0,2009-04-11,0.0,0.0,4.000000000000003e-06,0.0,0.0,0.0,0.0,0.0,11.23125,0.0,0.0,0.0,,,,,
79,my_land,rural,1.7424365717812949,0.05485997215690057,0.0,20.0,2009-04-11,0.0,0.0,0.0004000000000000004,0.0,0.0,0.0,0.0,0.0,11.324363312056017,0.0,0.0,0.0,0.0,0.0,0.0,-0.05485997215690057,0.5
80,my_land,urban,0.0,0.0,0.0,0.0,2009-04-12,0.0,0.0,5.000000000000003e-06,0.0,0.0,0.0,0.0,0.0,11.23125,0.0,0.0,0.0,,,,,
81,my_land,rural,1.6880048644675634,0.05443170731373148,0.0,20.0,2009-04-12,0.0,0.0,0.0004100000000000004,0.0,0.0,0.0,0.0,0.0,11.393670414007001,0.0,0.0,0.0,0.0,0.0,0.0,-0.05443170731373148,0.5
82,my_land,urban,0.0,0.001,0.001,0.0,2009-04-13,0.0,0.0,6.000000000000003e-06,0.0,0.0,0.0,0.0,0.0,11.23125,0.0,0.0,0.0,,,,,
83,my_land,rural,1.643994774470235,0.054010089997328425,0.01,20.0,2009-04-13,0.0,0.0,0.00042000000000000045,0.0,0.0,0.0,0.0,0.0,11.463271301750876,0.0,0.0,0.0,0.0,0.0,0.0,-0.044010089997328423,0.5
84,my_land,urban,0.0,0.02,0.051000000000000004,0.0,2009-04-14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.8,0.0,0.0,0.0,,,,,
85,my_land,rural,2.100323189088186,0.05367158538204903,0.51,20.0,2009-04-14,0.0,0.0,0.0004300000000000005,0.0,0.0,0.0,0.0,0.0,11.542053866804183,0.0,0.0,0.0,0.0,0.0,0.0,0.45632841461795104,0.5
86,my_land,urban,0.0,0.011000000000000001,0.011000000000000001,0.0,2009-04-15,0.0,0.0,1e-06,0.0,0.0,0.0,0.0,0.0,11.8,0.0,0.0,0.0,,,,,
87,my_land,rural,2.1530362018731934,0.05728698721499271,0.11,20.0,2009-04-15,0.0,0.0,0.0004400000000000005,0.0,0.0,0.0,0.0,0.0,11.584336922192195,0.0,0.0,0.0,0.0,0.0,0.0,0.0527130127850073,0.5
88,my_land,urban,0.022000000000000006,0.02,0.082,0.0,2009-04-16,0.0,0.0,7.096774193548387e-07,0.0,0.0,0.0,0.0,0.0,11.90833333,0.0,0.0,0.0,,,,,
89,my_land,rural,2.915316190605835,0.05772001126735857,0.8200000000000001,20.0,2009-04-16,0.0,0.0,0.00045000000000000053,0.0,0.0,0.0,0.0,0.0,11.63988170074432,0.0,0.0,0.0,0.0,0.0,0.0,0.7622799887326415,0.5
90,my_land,urban,0.0,0.02,0.009,0.0,2009-04-17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.90833333,0.0,0.0,0.0,,,,,
91,my_land,rural,2.940955627566892,0.06436056303894279,0.09,20.0,2009-04-17,0.0,0.0,0.00046000000000000056,0.0,0.0,0.0,0.0,0.0,11.677211788432402,0.0,0.0,0.0,0.0,0.0,0.0,0.025639436961057204,0.5
92,my_land,urban,0.0,0.0,0.0,0.0,2009-04-18,0.0,0.0,1e-06,0.0,0.0,0.0,0.0,0.0,11.90833333,0.0,0.0,0.0,,,,,
93,my_land,rural,2.8763588939005906,0.06459673366630128,0.0,20.0,2009-04-18,0.0,0.0,0.0004700000000000006,0.0,0.0,0.0,0.0,0.0,11.722151476054051,0.0,0.0,0.0,0.0,0.0,0.0,-0.06459673366630128,0.5
94,my_land,urban,0.0,0.0,0.0,0.0,2009-04-19,0.0,0.0,2e-06,0.0,0.0,0.0,0.0,0.0,11.90833333,0.0,0.0,0.0,,,,,
95,my_land,rural,2.8123555236422586,0.06400337025833196,0.0,20.0,2009-04-19,0.0,0.0,0.0004800000000000006,0.0,0.0,0.0,0.0,0.0,11.768393932006756,0.0,0.0,0.0,0.0,0.0,0.0,-0.06400337025833196,0.5
96,my_land,urban,0.0,0.0,0.0,0.0,2009-04-20,0.0,0.0,3e-06,0.0,0.0,0.0,0.0,0.0,11.90833333,0.0,0.0,0.0,,,,,
97,my_land,rural,2.7489346906441936,0.0634208329980652,0.0,20.0,2009-04-20,0.0,0.0,0.0004900000000000006,0.0,0.0,0.0,0.0,0.0,11.814799241500845,0.0,0.0,0.0,0.0,0.0,0.0,-0.0634208329980652,0.5
98,my_land,urban,0.0,0.0,0.0,0.0,2009-04-21,0.0,0.0,4e-06,0.0,0.0,0.0,0.0,0.0,11.90833333,0.0,0.0,0.0,,,,,
99,my_land,rural,2.686085862809942,0.06284882783425177,0.0,20.0,2009-04-21,0.0,0.0,0.0005000000000000007,0.0,0.0,0.0,0.0,0.0,11.801849905187606,0.0,0.0,0.0,0.0,0.0,0.0,-0.06284882783425177,0.5
100,my_land,urban,0.0,0.0,0.0,0.0,2009-04-22,0.0,0.0,4.9999999999999996e-06,0.0,0.0,0.0,0.0,0.0,11.90833333,0.0,0.0,0.0,,,,,
101,my_land,rural,2.623798791529112,0.06228707128083,0.0,20.0,2009-04-22,0.0,0.0,0.0005100000000000007,0.0,0.0,0.0,0.0,0.0,11.781481238148451,0.0,0.0,0.0,0.0,0.0,0.0,-0.06228707128083,0.5
102,my_land,urban,0.0,0.0,0.0,0.0,2009-04-23,0.0,0.0,5.999999999999999e-06,0.0,0.0,0.0,0.0,0.0,11.90833333,0.0,0.0,0.0,,,,,
103,my_land,rural,2.5620635015828794,0.06173528994623264,0.0,20.0,2009-04-23,0.0,0.0,0.0005200000000000007,0.0,0.0,0.0,0.0,0.0,11.760185154768557,0.0,0.0,0.0,0.0,0.0,0.0,-0.06173528994623264,0.5
104,my_land,urban,0.0,0.015,0.015,0.0,2009-04-24,0.0,0.0,6.999999999999999e-06,0.0,0.0,0.0,0.0,0.0,11.90833333,0.0,0.0,0.0,,,,,
105,my_land,rural,2.6508702814952256,0.0611932200876539,0.15,20.0,2009-04-24,0.0,0.0,0.0005300000000000007,0.0,0.0,0.0,0.0,0.0,11.739882089295309,0.0,0.0,0.0,0.0,0.0,0.0,0.0888067799123461,0.5
106,my_land,urban,0.0,0.0,0.0,0.0,2009-04-25,0.0,0.0,8e-06,0.0,0.0,0.0,0.0,0.0,11.90833333,0.0,0.0,0.0,,,,,
107,my_land,rural,2.5888957769571364,0.061974504538089406,0.0,20.0,2009-04-25,0.0,0.0,0.0005400000000000008,0.0,0.0,0.0,0.0,0.0,11.717485261161913,0.0,0.0,0.0,0.0,0.0,0.0,-0.061974504538089406,0.5
108,my_land,urban,0.0,0.02,0.056,0.0,2009-04-26,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.975,0.0,0.0,0.0,,,,,
109,my_land,rural,3.0874675419680004,0.06142823498913598,0.5599999999999999,20.0,2009-04-26,0.0,0.0,0.0005500000000000008,0.0,0.0,0.0,0.0,0.0,11.701133670908279,0.0,0.0,0.0,0.0,0.0,0.0,0.49857176501086403,0.5
110,my_land,urban,0.0,0.02,0.054000000000000006,0.0,2009-04-27,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.95,0.0,0.0,0.0,,,,,
111,my_land,rural,3.5615045326152734,0.0659630093527269,0.54,20.0,2009-04-27,0.0,0.0,0.0005600000000000008,0.0,0.0,0.0,0.0,0.0,11.679282228854305,0.0,0.0,0.0,0.0,0.0,0.0,0.4740369906472731,0.5
112,my_land,urban,0.0,0.007,0.007,0.0,2009-04-28,0.0,0.0,1e-06,0.0,0.0,0.0,0.0,0.0,11.95,0.0,0.0,0.0,,,,,
113,my_land,rural,3.5609198126034434,0.07058472001183014,0.06999999999999999,20.0,2009-04-28,0.0,0.0,0.0005700000000000008,0.0,0.0,0.0,0.0,0.0,11.766160278606788,0.0,0.0,0.0,0.0,0.0,0.0,-0.0005847200118301392,0.5
114,my_land,urban,0.0,0.005,0.005,0.0,2009-04-29,0.0,0.0,2e-06,0.0,0.0,0.0,0.0,0.0,11.95,0.0,0.0,0.0,,,,,
115,my_land,rural,3.540340988387985,0.07057882421545852,0.05,20.0,2009-04-29,0.0,0.0,0.0005800000000000009,0.0,0.0,0.0,0.0,0.0,11.87077003482585,0.0,0.0,0.0,0.0,0.0,0.0,-0.020578824215458515,0.5
116,my_land,urban,0.0,0.019,0.019,0.0,2009-04-30,0.0,0.0,3e-06,0.0,0.0,0.0,0.0,0.0,11.95,0.0,0.0,0.0,,,,,
117,my_land,rural,3.6599693493665963,0.07037163902138849,0.19,20.0,2009-04-30,0.0,0.0,0.0005900000000000009,0.0,0.0,0.0,0.0,0.0,11.979452102758442,0.0,0.0,0.0,0.0,0.0,0.0,0.11962836097861151,0.5
118,my_land,urban,0.0,0.002,0.002,0.0,2009-05-01,0.0,0.0,4e-06,0.0,0.0,0.0,0.0,0.0,11.95,0.0,0.0,0.0,,,,,
119,my_land,rural,3.608384740346465,0.07158460902013139,0.02,20.0,2009-05-01,0.0,0.0,0.0006000000000000009,0.0,0.0,0.0,0.0,0.0,12.084931512844804,0.0,0.0,0.0,0.0,0.0,0.0,-0.05158460902013139,0.5
120,my_land,urban,0.0,0.0,0.0,0.0,2009-05-02,0.0,0.0,4.9999999999999996e-06,0.0,0.0,0.0,0.0,0.0,11.95,0.0,0.0,0.0,,,,,
121,my_land,rural,3.5373257158096973,0.07105902453676755,0.0,20.0,2009-05-02,0.0,0.0,0.000610000000000001,0.0,0.0,0.0,0.0,0.0,12.191866439105599,0.0,0.0,0.0,0.0,0.0,0.0,-0.07105902453676755,0.5
122,my_land,urban,0.0,0.0,0.0,0.0,2009-05-03,0.0,0.0,5.999999999999999e-06,0.0,0.0,0.0,0.0,0.0,11.95,0.0,0.0,0.0,,,,,
123,my_land,rural,3.4669843830710656,0.07034133273863154,0.0,20.0,2009-05-03,0.0,0.0,0.000620000000000001,0.0,0.0,0.0,0.0,0.0,12.2989833048882,0.0,0.0,0.0,0.0,0.0,0.0,-0.07034133273863154,0.5
124,my_land,urban,0.0,0.001,0.001,0.0,2009-05-04,0.0,0.0,6.999999999999999e-06,0.0,0.0,0.0,0.0,0.0,11.95,0.0,0.0,0.0,,,,,
125,my_land,rural,3.4073463540473026,0.06963802902376323,0.01,20.0,2009-05-04,0.0,0.0,0.000630000000000001,0.0,0.0,0.0,0.0,0.0,12.406122913111025,0.0,0.0,0.0,0.0,0.0,0.0,-0.05963802902376323,0.5
