date,tasmax
1975-01-01,8.342559476663316
1975-01-02,8.729422563865775
1975-01-03,8.900331669567066
1975-01-04,8.42041756867781
1975-01-05,10.193583381921409
1975-01-06,9.593288249694565
1975-01-07,8.4966058800946
1975-01-08,8.728115126120258
1975-01-09,8.905091419417014
1975-01-10,9.995461642709962
1975-01-11,11.180974482637081
1975-01-12,10.252011033367582
1975-01-13,9.98175958251023
1975-01-14,11.126722824066514
1975-01-15,13.004544581740118
1975-01-16,7.414919898837954
1975-01-17,6.542964562943019
1975-01-18,3.99447395561762
1975-01-19,8.35386335231991
1975-01-20,7.119408555236852
1975-01-21,9.636523409027983
1975-01-22,10.202143554894725
1975-01-23,7.521336688936107
1975-01-24,10.6789769743334
1975-01-25,11.363347481743839
1975-01-26,10.045008508363592
1975-01-27,8.602037689540557
1975-01-28,6.49885872512607
1975-01-29,11.213082268681339
1975-01-30,12.690538636845462
1975-01-31,9.76563729641409
1975-02-01,10.950666633441886
1975-02-02,7.228443329349225
1975-02-03,6.069960488166498
1975-02-04,4.502193622192997
1975-02-05,4.501001016632123
1975-02-06,5.626208339206257
1975-02-07,7.3111636180551605
1975-02-08,5.714182201039354
1975-02-09,5.473378541303727
1975-02-10,7.39850418011894
1975-02-11,8.30510977630063
1975-02-12,8.600443854347647
1975-02-13,7.431740158501607
1975-02-14,5.315866553297697
1975-02-15,4.1713109985886945
1975-02-16,9.01012120873529
1975-02-17,11.804787422798205
1975-02-18,6.092521888672611
1975-02-19,7.063465166369963
1975-02-20,7.232129082909444
1975-02-21,6.968019414908728
1975-02-22,9.726222541607195
1975-02-23,9.193848158092953
1975-02-24,11.525050019501677
1975-02-25,7.006816180362089
1975-02-26,8.824087568735981
1975-02-27,9.002321715274613
1975-02-28,10.569695874824221
1975-03-01,12.02722387722234
1975-03-02,11.168618880589575
1975-03-03,11.15188904364846
1975-03-04,11.653052704328752
1975-03-05,7.849959653729392
1975-03-06,9.611721986150627
1975-03-07,10.653407727245092
1975-03-08,8.575118824844054
1975-03-09,4.828571490075127
1975-03-10,4.8960690288062025
1975-03-11,5.6016756146894044
1975-03-12,5.531016462208359
1975-03-13,4.357558046747185
1975-03-14,4.2472957482098534
1975-03-15,4.9676406460942815
1975-03-16,5.147927767892965
1975-03-17,5.9914936993167025
1975-03-18,4.939185124353673
1975-03-19,4.443500050160268
1975-03-20,5.905268811294501
1975-03-21,6.677633503533534
1975-03-22,8.322996035579562
1975-03-23,9.54259036386092
1975-03-24,8.484724399427478
1975-03-25,9.052104785015791
1975-03-26,6.686346657203571
1975-03-27,4.54634859363246
1975-03-28,5.691562426111109
1975-03-29,6.857272451098343
1975-03-30,5.737354521591658
1975-03-31,7.832564079638658
1975-04-01,7.67767108463551
1975-04-02,6.566160255643079
1975-04-03,5.105901757335376
1975-04-04,5.076250753332096
1975-04-05,5.307871018160296
1975-04-06,6.607493205877991
1975-04-07,9.156853484360491
1975-04-08,5.682739038134457
1975-04-09,5.7818821510078955
1975-04-10,7.311880197221973
1975-04-11,11.521334559830294
1975-04-12,14.513546182295919
1975-04-13,15.265403826557131
1975-04-14,13.211512351010114
1975-04-15,12.968020230780224
1975-04-16,14.555987851227137
1975-04-17,13.060203773544531
1975-04-18,15.32203650755804
1975-04-19,13.546749918858476
1975-04-20,14.637648147843718
1975-04-21,13.866567400565108
1975-04-22,18.951051116200333
1975-04-23,16.046333969235167
